Country,Price,Size,Marketplace,Reference,Moy_prix_by_size,Address
Tunis,130.0,70.0,Tunisie-annonce TN,2860403,1.8571428571428572,"Tunisie,Tunis,El Omrane Superieur,Cite Ibn Khaldoun I"
Ariana,650.0,55.0,Tayara TN,c86f1a19-b0c6-424e-b0f7-11ab353b83dc,11.818181818181818,"Tunis, Menzah"
Tunis,130.0,70.0,Tunisie-annonce TN,2856022,1.8571428571428572,"Tunisie,Tunis,El Omrane Superieur,Cite Ibn Khaldoun I"
Nabeul,900.0,200.0,Tunisie-annonce TN,2810385,4.5,"Tunisie,Nabeul,Kelibia,Kelibia"
Ben arous,5000.0,750.0,Tunisie-annonce TN,2848681,6.666666666666667,"Tunisie,Ben arous,Ben Arous,Ben Arous"
Nabeul,250.0,600.0,Tunisie-annonce TN,2856611,0.4166666666666667,"Tunisie,Nabeul,Hammamet,Hammamet"
Nabeul,395.0,400.0,Tunisie-annonce TN,2856632,0.9875,"Tunisie,Nabeul,Hammamet,Hammamet"
Bizerte,430.0,150.0,Tunisie-annonce TN,2860958,2.8666666666666667,"Tunisie,Bizerte,Bizerte Nord,Cite El Korniche 2"
Bizerte,500.0,90.0,Tunisie-annonce TN,2527976,5.555555555555555,"Tunisie,Bizerte,Bizerte Nord,Bizerte"
Sousse,750.0,65.0,Tayara TN,f307486d-32cb-41bc-b9ae-efbf72c7769c,11.538461538461538,"Sousse, Sousse Médina"
Ben arous,240.0,50.0,Tunisie-annonce TN,2846462,4.8,"Tunisie,Ben arous,Ben Arous,Ben Arous"
Ariana,850.0,90.0,Tunisie-annonce TN,2861977,9.444444444444445,"Tunisie,Ariana,La Soukra,La Soukra"
Banlieue Nord,2000.0,85.0,Tunisie-annonce TN,2851319,23.529411764705884,"Tunisie,Tunis,La Marsa,Marsa Safsaf"
Ariana,750.0,110.0,Tayara TN,6caeefbe-3b55-4e0b-96a3-11c4278acac8,6.818181818181818,"Tunis, L'aouina"
Banlieue Nord,2000.0,82.0,Tunisie-annonce TN,2852415,24.390243902439025,"Tunisie,Tunis,La Marsa,Marsa Safsaf"
Tunis,400.0,20.0,Tunisie-annonce TN,2861976,20.0,"Tunisie,Tunis,Bab Bhar,Montplaisir"
Mannouba,300.0,60.0,Tunisie-annonce TN,2861975,5.0,"Tunisie,Manouba,Mannouba,La Mannouba"
Ariana,650.0,90.0,Tayara TN,400a04af-487a-4953-8be5-f99c7d494788,7.222222222222222,"Ariana, Borj Louzir"
Ariana,900.0,100.0,Tunisie-annonce TN,2858197,9.0,"Tunisie,Tunis,El Menzah,El Menzah 9"
Ariana,1100.0,230.0,Tunisie-annonce TN,2860941,4.782608695652174,"Tunisie,Ariana,Ariana Ville,Cite Ennasr 2"
Ariana,2000.0,400.0,Tunisie-annonce TN,2860849,5.0,"Tunisie,Tunis,El Menzah,Mutuelle Ville"
Cite el khadra,3500.0,151.0,Tunisie-annonce TN,2851283,23.178807947019866,"Tunisie,Tunis,Cite El Khadra,Zone urbaine nord"
Tunis,900.0,60.0,Tunisie-annonce TN,2838037,15.0,"Tunisie,Tunis,Bab Bhar,Bab Bhar"
Mahdia,220.0,20.0,Tunisie-annonce TN,2843112,11.0,"Tunisie,Mahdia,Mahdia,Mahdia"
Tunis,750.0,120.0,Tunisie-annonce TN,2840154,6.25,"Tunisie,Tunis,Bab Bhar,Bab Bhar"
Banlieue Nord,270.0,149.0,Tunisie-annonce TN,2861957,1.8120805369127517,"Tunisie,Tunis,Ain Zaghouan,Jardins de Carthage"
Ariana,900.0,120.0,Tunisie-annonce TN,2788855,7.5,"Tunisie,Ariana,Ariana Ville,El Menzah 7"
Nabeul,270.0,140.0,Tayara TN,06829107-527a-4ace-810d-9dc0bbc251ea,1.9285714285714286,"Nabeul, Nabeul"
Banlieue Nord,240.0,128.0,Tunisie-annonce TN,2861959,1.875,"Tunisie,Tunis,Ain Zaghouan,Jardins de Carthage"
Banlieue Nord,240.0,128.0,Tunisie-annonce TN,2861960,1.875,"Tunisie,Tunis,Ain Zaghouan,Jardins de Carthage"
Nabeul,600.0,105.0,Tunisie-annonce TN,2846693,5.714285714285714,"Tunisie,Nabeul,Soliman,Soliman"
Mahdia,450.0,89.0,Tayara TN,b57f2dca-9700-44de-b36f-b4f2fa22cc40,5.056179775280899,"Mahdia, Mahdia"
Ariana,1400.0,120.0,Tunisie-annonce TN,2738272,11.666666666666666,"Tunisie,Ariana,Ariana Ville,El Menzah 7"
Ben arous,430.0,65.0,Tunisie-annonce TN,2855551,6.615384615384615,"Tunisie,Ben arous,Nouvelle Medina,Nouvelle Medina"
Mannouba,570.0,85.0,Tunisie-annonce TN,2811339,6.705882352941177,"Tunisie,Manouba,Mannouba,La Mannouba"
Sousse,700.0,100.0,Tunisie-annonce TN,2860741,7.0,"Tunisie,Sousse,Sousse Ville,Sousse"
Ariana,1150.0,100.0,Tunisie-annonce TN,2848974,11.5,"Tunisie,Ariana,Ariana Ville,Cite Ennasr 1"
Tunis,100.0,120.0,Tayara TN,b79681f5-1da2-41e5-91d3-133d1889e082,0.8333333333333334,"Tunis, Sidi Daoud"
Ariana,2000.0,140.0,Tunisie-annonce TN,2402172,14.285714285714286,"Tunisie,Ariana,Ariana Ville,El Menzah 6"
Ben arous,530.0,100.0,Tunisie-annonce TN,2859384,5.3,"Tunisie,Ben arous,El Mourouj,El Mourouj"
Ariana,6500.0,570.0,Tunisie-annonce TN,2829704,11.403508771929825,"Tunisie,Ariana,Ariana Ville,Cite Ennasr 2"
Banlieue Nord,4000.0,280.0,Tunisie-annonce TN,2827140,14.285714285714286,"Tunisie,Tunis,La Marsa,Berge Du Lac"
Banlieue Nord,1700.0,110.0,Tunisie-annonce TN,2747474,15.454545454545455,"Tunisie,Tunis,La Marsa,Berge Du Lac"
Ben arous,650.0,107.0,Tunisie-annonce TN,2833241,6.074766355140187,"Tunisie,Ben arous,Ben Arous,Ben Arous"
Ben arous,400.0,95.0,Tunisie-annonce TN,2847836,4.2105263157894735,"Tunisie,Ben arous,El Mourouj,El Mourouj"
Bardo,380.0,50.0,Tunisie-annonce TN,2848776,7.6,"Tunisie,Tunis,Le Bardo,Le Bardo"
Ben arous,550.0,60.0,Tayara TN,87407987-c4e4-41e1-af37-0afa474693b9,9.166666666666666,"Ben arous, Radès"
Banlieue Nord,650.0,85.0,Tunisie-annonce TN,2846214,7.647058823529412,"Tunisie,Tunis,La Marsa,Cite Afh"
Ben arous,600.0,140.0,Tunisie-annonce TN,2825738,4.285714285714286,"Tunisie,Ben arous,El Mourouj,El Mourouj"
Ariana,100.0,130.0,Tunisie-annonce TN,896412,0.7692307692307693,"Tunisie,Ariana,Ariana Ville,Cite Ennasr 2"
Ariana,120.0,200.0,Tunisie-annonce TN,1069449,0.6,"Tunisie,Ariana,Ariana Ville,Cite Ennasr 2"
Bardo,138.0,80.0,Tunisie-annonce TN,2856003,1.725,"Tunisie,Tunis,Le Bardo,Le Bardo"
Nabeul,500.0,200.0,Tunisie-annonce TN,2822505,2.5,"Tunisie,Nabeul,Kelibia,Kelibia"
Banlieue Nord,750.0,110.0,Tayara TN,8446fb7e-5ebb-4a9a-9bc3-5dd25ec5d481,6.818181818181818,"Tunis, La Goulette"
Ben arous,500.0,85.0,Tunisie-annonce TN,2862001,5.882352941176471,"Tunisie,Ben arous,El Mourouj,El Mourouj"
Banlieue Nord,1250.0,100.0,Tunisie-annonce TN,2826087,12.5,"Tunisie,Tunis,La Marsa,El Aouina"
Sousse,1200.0,118.0,Tunisie-annonce TN,2264414,10.169491525423728,"Tunisie,Sousse,Hammam Sousse,Hammam Sousse"
Monastir,620.0,90.0,Tunisie-annonce TN,2840472,6.888888888888889,"Tunisie,Monastir,Monastir,Monastir"
Tunis,5900.0,65.0,Tunisie-annonce TN,2854853,90.76923076923077,"Tunisie,Tunis,Ain Zaghouan,Ain Zaghouan"
Ariana,610.0,90.0,Tunisie-annonce TN,2837701,6.777777777777778,"Tunisie,Ariana,La Soukra,Borj Louzir"
Ariana,11000.0,9062.0,Tunisie-annonce TN,2802553,1.2138600750386228,"Tunisie,Ariana,La Soukra,La Soukra"
Banlieue Nord,2200.0,52.0,Tunisie-annonce TN,2753783,42.30769230769231,"Tunisie,Tunis,La Marsa,Berge Du Lac"
Ariana,700.0,100.0,Tunisie-annonce TN,1893764,7.0,"Tunisie,Ariana,Ariana Ville,Ariana"
Ariana,60.0,61.0,Tayara TN,3900a9ff-a85c-4183-a91c-fbbd5dd3bd8a,0.9836065573770492,"Tunis, Menzah"
Ariana,1260.0,200.0,Tunisie-annonce TN,2428013,6.3,"Tunisie,Tunis,El Menzah,El Menzah 9"
Tunis,300.0,100.0,Tunisie-annonce TN,2853579,3.0,"Tunisie,Tataouine,Ghomrassen,Cite Des Oasis"
Ariana,1200.0,150.0,Tunisie-annonce TN,1893566,8.0,"Tunisie,Ariana,Ariana Ville,El Menzah 6"
Sousse,450.0,125.0,Tunisie-annonce TN,2295751,3.6,"Tunisie,Sousse,Hergla,Hergla"
Ben arous,800.0,150.0,Tunisie-annonce TN,2861943,5.333333333333333,"Tunisie,Ben arous,Rades,Cite Rades 2"
Tunis,450.0,40.0,Tayara TN,227f1d1f-1403-4c52-abe7-cb9a9f4f8d29,11.25,"Tunis, El Omrane"
Tunis,450.0,40.0,Tunisie-annonce TN,2861804,11.25,"Tunisie,Tunis,El Omrane,El Omrane"
Ariana,1100.0,140.0,Tunisie-annonce TN,2815617,7.857142857142857,"Tunisie,Tunis,El Menzah,El Menzah 9"
Sousse,350.0,46.0,Tunisie-annonce TN,2854109,7.608695652173913,"Tunisie,Sousse,Sousse Riadh,Sousse Riadh"
Ariana,700.0,100.0,Tayara TN,3cfa19e9-a33c-48b6-aece-2cb368a96b05,7.0,"Ariana, Ghazela"
Ben arous,650.0,60.0,Tunisie-annonce TN,2813334,10.833333333333334,"Tunisie,Ben arous,Nouvelle Medina,Nouvelle Medina"
Mannouba,800.0,380.0,Tunisie-annonce TN,2808305,2.1052631578947367,"Tunisie,Manouba,Mannouba,La Mannouba"
Banlieue Nord,780.0,150.0,Tunisie-annonce TN,2796020,5.2,"Tunisie,Tunis,La Marsa,Gammart"
Ben arous,480.0,80.0,Tunisie-annonce TN,2841957,6.0,"Tunisie,Ben arous,El Mourouj,El Mourouj"
Monastir,350.0,70.0,Tunisie-annonce TN,2798656,5.0,"Tunisie,Monastir,Monastir,Monastir"
Ben arous,290.0,60.0,Tunisie-annonce TN,2853114,4.833333333333333,"Tunisie,Ben arous,El Mourouj,El Mourouj"
Jendouba,560.0,70.0,Tunisie-annonce TN,2232528,8.0,"Tunisie,Jendouba,Tabarka,Tabarka"
Jendouba,280.0,50.0,Tunisie-annonce TN,2340374,5.6,"Tunisie,Jendouba,Tabarka,Tabarka"
Ariana,750.0,71.0,Tunisie-annonce TN,2859634,10.56338028169014,"Tunisie,Tunis,El Menzah,El Menzah 9"
Kairouan,500.0,170.0,Tayara TN,371fc18b-6cec-46d0-81dd-527752eeef12,2.9411764705882355,"Kairouan, Kairouan Nord"
Nabeul,600.0,100.0,Tunisie-annonce TN,2815351,6.0,"Tunisie,Nabeul,Hammamet,Hammamet"
Bizerte,300.0,50.0,Tayara TN,f18c9c99-e236-4e35-8d58-7167182ce11f,6.0,"Bizerte, Autres villes"
Banlieue Nord,1100.0,130.0,Tunisie-annonce TN,2855108,8.461538461538462,"Tunisie,Tunis,Ain Zaghouan,Jardins de Carthage"
Sousse,500.0,80.0,Tunisie-annonce TN,2859441,6.25,"Tunisie,Sousse,Sousse Jaouhara,Sahloul"
Ariana,70.0,500.0,Tayara TN,f8efd06b-3ddf-418e-9dc1-9729902ef5ed,0.14,"Ariana, Autres villes"
Ben arous,549.0,90.0,Tunisie-annonce TN,2846941,6.1,"Tunisie,Ben arous,Ezzahra,Ezzahra"
Banlieue Nord,1200.0,90.0,Tunisie-annonce TN,2786682,13.333333333333334,"Tunisie,Tunis,La Marsa,Berge Du Lac"
Sousse,700.0,150.0,Tunisie-annonce TN,2859174,4.666666666666667,"Tunisie,Sousse,Sousse Jaouhara,Sahloul"
Ben arous,9999.0,90.0,Tunisie-annonce TN,2861515,111.1,"Tunisie,Ben arous,Nouvelle Medina,Nouvelle Medina"
Banlieue Nord,1900.0,140.0,Tunisie-annonce TN,2786656,13.571428571428571,"Tunisie,Tunis,La Marsa,Berge Du Lac"
Mannouba,460.0,100.0,Tunisie-annonce TN,2830706,4.6,"Tunisie,Manouba,Mannouba,Denden"
Banlieue Nord,350.0,45.0,Tayara TN,c7fb758d-700a-4a7e-a0db-fc8ec2efe5c3,7.777777777777778,"Tunis, La Marsa"
Ben arous,750.0,128.0,Tunisie-annonce TN,2841432,5.859375,"Tunisie,Ben arous,Hammam Lif,Bou Kornine"
Ben arous,360.0,78.0,Tayara TN,bc418043-af67-4bb1-80d2-1b897bfa7638,4.615384615384615,"Ben arous, Fouchana"
Ben arous,550.0,135.0,Tunisie-annonce TN,2859145,4.074074074074074,"Tunisie,Ben arous,Nouvelle Medina,Nouvelle Medina"
Ariana,1600.0,102.0,Tunisie-annonce TN,2794260,15.686274509803921,"Tunisie,Ariana,Ariana Ville,Cite Ennasr 1"
Ben arous,650.0,52.0,Tunisie-annonce TN,2704487,12.5,"Tunisie,Ben arous,Ezzahra,Ezzahra"
Ariana,500.0,90.0,Tayara TN,b17e94a3-d7f7-42b4-9b95-22e5e135b457,5.555555555555555,"Ariana, Chotrana"
Ben arous,650.0,156.0,Tunisie-annonce TN,2847017,4.166666666666667,"Tunisie,Ben arous,Nouvelle Medina,Nouvelle Medina"
Tunis,1200.0,175.0,Tunisie-annonce TN,2860804,6.857142857142857,"Tunisie,Tunis,Ain Zaghouan,Ain Zaghouan"
Ben arous,550.0,110.0,Tunisie-annonce TN,2855700,5.0,"Tunisie,Ben arous,Nouvelle Medina,El Yasminette"
Banlieue Nord,1200.0,160.0,Tunisie-annonce TN,2859987,7.5,"Tunisie,Tunis,Ain Zaghouan,Jardins de Carthage"
Ariana,550.0,80.0,Tunisie-annonce TN,2798046,6.875,"Tunisie,Ariana,Ariana Ville,Ariana"
Ariana,200.0,12.0,Tayara TN,e0fd4001-119a-433f-9082-baf337b033bc,16.666666666666668,"Tunis, Menzah"
Sfax,400.0,80.0,Tunisie-annonce TN,2352373,5.0,"Tunisie,Sfax,Sfax Ville,Sfax"
Banlieue Nord,1300.0,120.0,Tayara TN,becd71c2-e94c-403a-a1c8-b235949b0f43,10.833333333333334,"Tunis, La Marsa"
Banlieue Nord,2200.0,120.0,Tunisie-annonce TN,2851653,18.333333333333332,"Tunisie,Tunis,La Marsa,Berge Du Lac"
Nabeul,400.0,100.0,Tunisie-annonce TN,2362036,4.0,"Tunisie,Nabeul,Kelibia,Kelibia"
Sousse,420.0,100.0,Tunisie-annonce TN,2856581,4.2,"Tunisie,Sousse,Hammam Sousse,Cite De La Plage 2"
Bizerte,600.0,150.0,Tunisie-annonce TN,2859105,4.0,"Tunisie,Bizerte,Bizerte Nord,Bizerte"
Banlieue Nord,9000.0,700.0,Tunisie-annonce TN,2831029,12.857142857142858,"Tunisie,Tunis,La Marsa,Berge Du Lac"
Ariana,12000.0,10000.0,Tunisie-annonce TN,2831212,1.2,"Tunisie,Ariana,La Soukra,La Soukra"
Banlieue Nord,4500.0,500.0,Tunisie-annonce TN,2830551,9.0,"Tunisie,Tunis,La Marsa,Marsa Safsaf"
Ariana,1100.0,160.0,Tunisie-annonce TN,2851635,6.875,"Tunisie,Ariana,Ariana Ville,Cite Ennasr 2"
Nabeul,700.0,175.0,Tunisie-annonce TN,2855691,4.0,"Tunisie,Nabeul,Nabeul,Nabeul"
Nabeul,900.0,250.0,Tunisie-annonce TN,2700932,3.6,"Tunisie,Nabeul,Hammamet,Hammamet"
Nabeul,800.0,150.0,Tunisie-annonce TN,2724266,5.333333333333333,"Tunisie,Nabeul,Hammamet,Zone Hoteliere"
Banlieue Nord,1100.0,150.0,Tunisie-annonce TN,2861279,7.333333333333333,"Tunisie,Tunis,La Marsa,Gammart"
Nabeul,1000.0,120.0,Tunisie-annonce TN,2723636,8.333333333333334,"Tunisie,Nabeul,Hammamet,Hammamet"
Nabeul,400.0,80.0,Tayara TN,f2c275ea-a764-4ece-b17d-388c897aa257,5.0,"Nabeul, Nabeul"
Ben arous,800.0,180.0,Tunisie-annonce TN,2856316,4.444444444444445,"Tunisie,Ben arous,Bou Mhel El Bassatine,Bou Mhel"
Banlieue Nord,850.0,110.0,Tunisie-annonce TN,2819848,7.7272727272727275,"Tunisie,Tunis,La Marsa,Cite El Khalil"
Banlieue Nord,550.0,110.0,Tunisie-annonce TN,2734426,5.0,"Tunisie,Tunis,La Marsa,Cite Bhar Lazreg"
Ariana,1300.0,140.0,Tunisie-annonce TN,2857639,9.285714285714286,"Tunisie,Tunis,El Menzah,Mutuelle Ville"
Ben arous,6000.0,780.0,Tunisie-annonce TN,2739679,7.6923076923076925,"Tunisie,Ben arous,Ben Arous,Ben Arous"
Sousse,600.0,106.0,Tunisie-annonce TN,2856233,5.660377358490566,"Tunisie,Sousse,Hergla,Hergla"
Ariana,800.0,73.0,Tunisie-annonce TN,2841861,10.95890410958904,"Tunisie,Ariana,La Soukra,La Soukra"
Sfax,450.0,120.0,Tunisie-annonce TN,2859053,3.75,"Tunisie,Sfax,Sakiet Ezzit,Merkez Chihya"
Tunis,450.0,100.0,Tayara TN,b5049fdc-cba4-460b-b4ff-7625053d0c9e,4.5,"Tunis, Autres villes"
Cite el khadra,3000.0,155.0,Tunisie-annonce TN,2862027,19.35483870967742,"Tunisie,Tunis,Cite El Khadra,Zone urbaine nord"
Banlieue Nord,1500.0,180.0,Tunisie-annonce TN,2846149,8.333333333333334,"Tunisie,Tunis,La Marsa,Cite El Moez"
Banlieue Nord,1000.0,100.0,Tunisie-annonce TN,2860965,10.0,"Tunisie,Tunis,La Marsa,Gammart"
Sfax,300.0,200.0,Tunisie-annonce TN,2857451,1.5,"Tunisie,Sfax,Sfax Sud,El Aouabed"
Banlieue Nord,1500.0,300.0,Tunisie-annonce TN,2855938,5.0,"Tunisie,Tunis,La Marsa,Marsa Safsaf"
Ben arous,1200.0,80.0,Tunisie-annonce TN,2650594,15.0,"Tunisie,Ben arous,Ezzahra,Ezzahra"
Ariana,1000.0,120.0,Tunisie-annonce TN,2848183,8.333333333333334,"Tunisie,Ariana,Ariana Ville,Cite Ennasr 1"
Ben arous,650.0,100.0,Tunisie-annonce TN,2664347,6.5,"Tunisie,Ben arous,El Mourouj,El Mourouj"
Banlieue Nord,450.0,50.0,Tunisie-annonce TN,2862035,9.0,"Tunisie,Tunis,La Goulette,Kheireddine"
Banlieue Nord,1100.0,100.0,Tunisie-annonce TN,2829547,11.0,"Tunisie,Tunis,Ain Zaghouan,Jardins de Carthage"
Sousse,380.0,70.0,Tayara TN,24fa1410-946b-4667-b6c1-8c6fe0cae378,5.428571428571429,"Sousse, Sousse"
Banlieue Nord,700.0,100.0,Tunisie-annonce TN,2860027,7.0,"Tunisie,Tunis,La Marsa,El Aouina"
Ben arous,640.0,110.0,Tunisie-annonce TN,2858136,5.818181818181818,"Tunisie,Ben arous,El Mourouj,El Mourouj"
Mannouba,800.0,100.0,Tunisie-annonce TN,2859659,8.0,"Tunisie,Manouba,Mannouba,Denden"
Bardo,500.0,60.0,Tayara TN,b4feb450-2d6a-4642-99bc-cb586fda82bf,8.333333333333334,"Tunis, Le Bardo"
Banlieue Nord,1000.0,130.0,Tunisie-annonce TN,2856522,7.6923076923076925,"Tunisie,Tunis,La Marsa,El Aouina"
Ariana,850.0,140.0,Tunisie-annonce TN,2861389,6.071428571428571,"Tunisie,Ariana,La Soukra,La Soukra"
Banlieue Nord,900.0,100.0,Tunisie-annonce TN,2861105,9.0,"Tunisie,Tunis,La Marsa,El Aouina"
Nabeul,500.0,51.0,Tunisie-annonce TN,2858969,9.803921568627452,"Tunisie,Nabeul,Hammamet,Hammamet"
Jendouba,200.0,70.0,Tayara TN,9febe274-69f1-4a44-8a91-ff1ae518ac16,2.857142857142857,"Jendouba, Autres villes"
Nabeul,350.0,80.0,Tunisie-annonce TN,2676937,4.375,"Tunisie,Nabeul,Kelibia,Kelibia"
Banlieue Nord,500.0,50.0,Tunisie-annonce TN,2862087,10.0,"Tunisie,Tunis,La Marsa,Cite Erriadh"
Bardo,1200.0,140.0,Tayara TN,07556aee-8777-4bff-b7dc-09537651d75c,8.571428571428571,"Tunis, Le Bardo"
Ariana,900.0,80.0,Tunisie-annonce TN,2861440,11.25,"Tunisie,Tunis,El Menzah,El Menzah 9"
Nabeul,500.0,250.0,Tunisie-annonce TN,2858341,2.0,"Tunisie,Nabeul,Nabeul,Nabeul"
Tunis,3200.0,187.0,Tunisie-annonce TN,2815935,17.112299465240643,"Tunisie,Tunis,Ain Zaghouan,Ain Zaghouan"
Ariana,9000.0,1500.0,Tunisie-annonce TN,2804739,6.0,"Tunisie,Ariana,La Soukra,La Soukra"
Tunis,1100.0,70.0,Tunisie-annonce TN,2857877,15.714285714285714,"Tunisie,Tunis,Ain Zaghouan,Ain Zaghouan"
Banlieue Nord,1200.0,350.0,Tunisie-annonce TN,2819872,3.4285714285714284,"Tunisie,Tunis,La Marsa,Cite Du Stade"
Nabeul,270.0,140.0,Tayara TN,7a47346e-24d0-45ed-b384-dffd1d6fc836,1.9285714285714286,"Nabeul, Nabeul"
Nabeul,420.0,95.0,Tunisie-annonce TN,2819781,4.421052631578948,"Tunisie,Nabeul,Nabeul,Nabeul"
Banlieue Nord,1800.0,137.0,Tunisie-annonce TN,2860838,13.138686131386862,"Tunisie,Tunis,Ain Zaghouan,Jardins de Carthage"
Banlieue Nord,1200.0,25.0,Tunisie-annonce TN,2684296,48.0,"Tunisie,Tunis,La Marsa,Cite Erriadh"
Ariana,750.0,78.0,Tayara TN,afadf539-e1d4-4e04-9f2d-8b7a8116525d,9.615384615384615,"Tunis, Manar"
Nabeul,550.0,75.0,Tayara TN,4b6c703c-9819-4136-8330-130fdbae5745,7.333333333333333,"Nabeul, Nabeul"
Monastir,240.0,35.0,Tayara TN,33b26ff7-f470-4137-a6c0-58b1b415894f,6.857142857142857,"Monastir, Autres villes"
Ariana,90.0,100.0,Tayara TN,90a566c6-e011-47d2-8b7e-acf9d35cf2f5,0.9,"Ariana, Autres villes"
Ben arous,650.0,164.0,Tunisie-annonce TN,2859057,3.9634146341463414,"Tunisie,Ben arous,Nouvelle Medina,Nouvelle Medina"
Ben arous,480.0,100.0,Tunisie-annonce TN,2821114,4.8,"Tunisie,Ben arous,Hammam Chatt,Borj Cedria"
Mannouba,450.0,80.0,Tayara TN,4c8564ab-014c-47f8-89a8-5e71fb4c4e4f,5.625,"La manouba, Autres villes"
Banlieue Nord,800.0,100.0,Tunisie-annonce TN,2850029,8.0,"Tunisie,Tunis,La Marsa,Gammart"
Ben arous,1100.0,65.0,Tunisie-annonce TN,2761379,16.923076923076923,"Tunisie,Ben arous,Megrine,Megrine Coteau"
Ariana,650.0,55.0,Tunisie-annonce TN,2857663,11.818181818181818,"Tunisie,Ariana,Ariana Ville,El Menzah 5"
Ben arous,400.0,98.0,Tayara TN,ed9ea7b1-1c33-47e8-bde0-06f0e81c4a46,4.081632653061225,"Ben arous, El Mourouj"
Ariana,1400.0,120.0,Tunisie-annonce TN,2805663,11.666666666666666,"Tunisie,Ariana,Ariana Ville,El Menzah 5"
Ariana,450.0,60.0,Tunisie-annonce TN,2859102,7.5,"Tunisie,Ariana,Raoued,Cite Ennkhilet"
Cite el khadra,5000.0,440.0,Tunisie-annonce TN,2782097,11.363636363636363,"Tunisie,Tunis,Cite El Khadra,Cite Jardins"
Sousse,370.0,110.0,Tayara TN,fea75883-e6bc-4e49-917c-1136a36374ac,3.3636363636363638,"Sousse, Autres villes"
Banlieue Nord,2300.0,200.0,Tunisie-annonce TN,2806101,11.5,"Tunisie,Tunis,La Marsa,Berge Du Lac"
Tunis,800.0,102.0,Tunisie-annonce TN,2783176,7.8431372549019605,"Tunisie,Tunis,Ain Zaghouan,Ain Zaghouan"
Ariana,420.0,80.0,Tunisie-annonce TN,2820934,5.25,"Tunisie,Ariana,Ariana Ville,Riadh Landlous"
Banlieue Nord,1500.0,165.0,Tunisie-annonce TN,2742498,9.090909090909092,"Tunisie,Tunis,La Marsa,Berge Du Lac"
Bizerte,550.0,120.0,Tunisie-annonce TN,2862055,4.583333333333333,"Tunisie,Bizerte,Bizerte Nord,Bizerte"
Ben arous,600.0,120.0,Tunisie-annonce TN,2858677,5.0,"Tunisie,Ben arous,Nouvelle Medina,Nouvelle Medina"
Banlieue Nord,2500.0,200.0,Tunisie-annonce TN,2830014,12.5,"Tunisie,Tunis,La Marsa,Berge Du Lac"
Banlieue Nord,2000.0,180.0,Tunisie-annonce TN,2862050,11.11111111111111,"Tunisie,Tunis,La Marsa,Marsa Safsaf"
Banlieue Nord,4000.0,400.0,Tunisie-annonce TN,2626887,10.0,"Tunisie,Tunis,La Marsa,Gammart"
Ariana,3800.0,1000.0,Tunisie-annonce TN,2679925,3.8,"Tunisie,Ariana,La Soukra,Chotrana 2"
Ariana,800.0,120.0,Tunisie-annonce TN,2853574,6.666666666666667,"Tunisie,Ariana,Ariana Ville,Riadh Landlous"
Ben arous,550.0,100.0,Tayara TN,3f5e3262-dbaa-4375-9805-5019198bb7d1,5.5,"Ben arous, Hammam Chott"
Banlieue Nord,3200.0,180.0,Tunisie-annonce TN,2794686,17.77777777777778,"Tunisie,Tunis,La Marsa,Marsa Safsaf"
Cite el khadra,1500.0,65.0,Tunisie-annonce TN,2199930,23.076923076923077,"Tunisie,Tunis,Cite El Khadra,Zone urbaine nord"
Banlieue Nord,750.0,90.0,Tunisie-annonce TN,2862048,8.333333333333334,"Tunisie,Tunis,La Goulette,Kheireddine"
Banlieue Nord,1300.0,160.0,Tunisie-annonce TN,2722031,8.125,"Tunisie,Tunis,La Marsa,El Aouina"
Sfax,480.0,120.0,Tayara TN,f45198ea-d645-4e9f-a15f-357f97e8243e,4.0,"Sfax, Sakiet Ezzit"
Banlieue Nord,700.0,110.0,Tunisie-annonce TN,2843582,6.363636363636363,"Tunisie,Tunis,La Marsa,El Aouina"
Banlieue Nord,4000.0,250.0,Tunisie-annonce TN,2780028,16.0,"Tunisie,Tunis,La Marsa,Marsa Safsaf"
Ariana,900.0,90.0,Tunisie-annonce TN,2862066,10.0,"Tunisie,Tunis,El Menzah,El Manar 2"
Banlieue Nord,1200.0,120.0,Tayara TN,29775213-8a8e-486b-8a78-25ad0bf69123,10.0,"Tunis, La Marsa"
Banlieue Nord,750.0,90.0,Tunisie-annonce TN,2862065,8.333333333333334,"Tunisie,Tunis,El Kram,Le Kram Est"
Ariana,850.0,150.0,Tunisie-annonce TN,2862064,5.666666666666667,"Tunisie,Ariana,Ariana Ville,El Menzah 7"
Ariana,950.0,80.0,Tunisie-annonce TN,2822025,11.875,"Tunisie,Tunis,El Menzah,El Manar 2"
Banlieue Nord,800.0,100.0,Tayara TN,5a40a60b-278d-46e9-98c4-a5f3394a6040,8.0,"Tunis, La Marsa"
Sousse,380.0,80.0,Tayara TN,71e78420-00ca-4619-9e12-aa7352231a9e,4.75,"Sousse, Autres villes"
Ariana,1500.0,105.0,Tayara TN,c28b44aa-ce4d-414f-9d80-eb7e2f884a21,14.285714285714286,"Tunis, L'aouina"
Sousse,270.0,70.0,Tayara TN,3f8709b2-e10c-4ea4-89ab-5e8719a69ee2,3.857142857142857,"Sousse, Sousse Jawhara"
Mannouba,650.0,100.0,Tayara TN,b78dfe67-74ae-480d-9925-2ffc71b3c575,6.5,"La manouba, Manouba Ville"
Sousse,450.0,80.0,Tayara TN,25691783-0223-4732-9888-025ab4aee702,5.625,"Sousse, Autres villes"
