Country,Price,Size,Status,Marketplace,Reference,Moy_prix_by_size,Address
Ariana,211190.0,121.0,V,Jumia TN,L-TN-00153318,1745.3719008264463,"Chotrana 1, Chotrana 1, Chotrana 1, Ariana"
Ariana,580.0,130.0,L,Tunisie-annonce TN,2811681,4.461538461538462,"Tunisie,Ariana,La Soukra,Borj Louzir"
Tunis,1200.0,100.0,L,Tunisie-annonce TN,2830651,12.0,"Tunisie,Tunis,Ain Zaghouan,Ain Zaghouan"
Mannouba,290.0,80.0,L,Tunisie-annonce TN,2822667,3.625,"Tunisie,Manouba,Oued Ellil,Cite Dhamene 2"
Mannouba,300.0,80.0,L,Tunisie-annonce TN,2811327,3.75,"Tunisie,Manouba,Oued Ellil,Oued Ellil"
Banlieue Nord,394872.0,144.0,V,Jumia TN,L-TN-00133030,2742.1666666666665,"Les Jardins de Carthage, Les Jardins de Carthage, Tunis et Banlieue Nord"
Nabeul,750.0,100.0,L,Tunisie-annonce TN,2831395,7.5,"Tunisie,Nabeul,Hammam El Ghezaz,Hammam El Ghezaz"
Banlieue Nord,2600.0,150.0,L,Tunisie-annonce TN,2747628,17.333333333333332,"Tunisie,Tunis,Carthage,Sidi Bousaid"
Ben arous,160000.0,100.0,V,Jumia TN,L-TN-00115304,1600.0,"Ben Arous, Ben Arous, Ben Arous - Tunis Sud"
Ariana,1500.0,124.0,L,Tunisie-annonce TN,2750606,12.096774193548388,"Tunisie,Tunis,El Menzah,Mutuelle Ville"
Nabeul,140000.0,80.0,V,Jumia TN,L-TN-00145139,1750.0,"nabeul , nabeul Nabeul., Nabeul, Nabeul"
Ariana,1300.0,280.0,L,Tunisie-annonce TN,2799699,4.642857142857143,"Tunisie,Ariana,Ariana Ville,El Menzah 7"
Banlieue Nord,800.0,52.0,L,Tunisie-annonce TN,2791146,15.384615384615385,"Tunisie,Tunis,Carthage,Sidi Bousaid"
Ben arous,135000.0,120.0,V,Jumia TN,L-TN-00126239,1125.0,"Rades, Rades, Ben Arous - Tunis Sud"
Banlieue Nord,120.0,80.0,L,Tunisie-annonce TN,2415156,1.5,"Tunisie,Tunis,Carthage,Sidi Bousaid"
Nabeul,850.0,120.0,L,Tunisie-annonce TN,2831389,7.083333333333333,"Tunisie,Nabeul,Hammam El Ghezaz,Hammam El Ghezaz"
Nabeul,500.0,200.0,L,Tunisie-annonce TN,2357942,2.5,"Tunisie,Nabeul,Nabeul,Cite El Mahrsi 1"
Bizerte,500.0,90.0,L,Tunisie-annonce TN,2527976,5.555555555555555,"Tunisie,Bizerte,Bizerte Nord,Bizerte"
Sousse,250000.0,148.0,V,Jumia TN,L-TN-00150670,1689.1891891891892,"Rue Hassen Ben Said 4051 khezema ouest sousse. prés de librairie SIAB, Hergla, Hergla, Sousse"
Ariana,700.0,100.0,L,Tunisie-annonce TN,2824488,7.0,"Tunisie,Ariana,Mnihla,Jardins d'el Menzah"
Banlieue Nord,297000.0,91.0,V,Jumia TN,L-TN-00143562,3263.736263736264,"Les Jardins de Carthage, Tunis et Banlieue Nord"
Tunis,500.0,50.0,L,Tunisie-annonce TN,2802525,10.0,"Tunisie,Tunis,Bab Bhar,Bab Bhar"
Tunis,800.0,100.0,L,Tunisie-annonce TN,2777778,8.0,"Tunisie,Tunis,Bab Bhar,Bab Bhar"
Sousse,167000.0,110.0,V,Jumia TN,L-TN-00156890,1518.1818181818182,"Hergla, Hergla, Sousse"
Gabes,200.0,70.0,L,Tunisie-annonce TN,2587781,2.857142857142857,"Tunisie,Gabes,Gabes Sud,Zrig"
Ben arous,165000.0,100.0,V,Jumia TN,L-TN-00129845,1650.0,"rue sousse megrine, Mégrine, Mégrine, Ben Arous - Tunis Sud"
Ben arous,270.0,34.0,L,Tunisie-annonce TN,2821785,7.9411764705882355,"Tunisie,Ben arous,Hammam Lif,Cite Boussouffara"
Nabeul,2500.0,500.0,L,Tunisie-annonce TN,2776566,5.0,"Tunisie,Nabeul,Hammamet,Hammamet"
Nabeul,97000.0,40.0,V,Jumia TN,L-TN-00160384,2425.0,"Hammamet Centre, Hammamet, Nabeul"
Ben arous,270.0,34.0,L,Tunisie-annonce TN,2820692,7.9411764705882355,"Tunisie,Ben arous,Hammam Lif,Hammam Lif"
Ariana,210000.0,84.0,V,Jumia TN,L-TN-00164069,2500.0,"riadh el andalous, Riadh el Andalous, Riadh el Andalous, Ariana"
Ben arous,450.0,80.0,L,Tunisie-annonce TN,2831415,5.625,"Tunisie,Ben arous,Nouvelle Medina,Nouvelle Medina"
Nabeul,380000.0,157.0,V,Jumia TN,L-TN-00144986,2420.3821656050955,"marina, yasmine hammamet Nabeul., Yasmine Hammamet, Hammamet, Nabeul"
Cite el khadra,650.0,75.0,L,Tunisie-annonce TN,2831414,8.666666666666666,"Tunisie,Tunis,Cite El Khadra,Cite El Khadra"
Banlieue Nord,704000.0,258.0,V,Jumia TN,L-TN-00161415,2728.6821705426355,"La Marsa, La Marsa, Tunis et Banlieue Nord"
Sousse,1200.0,180.0,L,Tunisie-annonce TN,2815791,6.666666666666667,"Tunisie,Sousse,Sousse Ville,Cite Hached"
Nabeul,650000.0,300.0,V,Jumia TN,L-TN-00148707,2166.6666666666665,"Hammamet, Hammamet, Nabeul"
Sousse,310000.0,123.0,V,Jumia TN,L-TN-00115926,2520.3252032520327,"Chott Meriem, Akouda, Sousse"
Sousse,4000.0,180.0,L,Tunisie-annonce TN,2255074,22.22222222222222,"Tunisie,Sousse,Hammam Sousse,Hammam Sousse Gharbi"
Ariana,260000.0,120.0,V,Jumia TN,L-TN-00151291,2166.6666666666665,"borj louzir, Ariana, Ariana, Ariana"
Sousse,167000.0,90.0,V,Jumia TN,L-TN-00135126,1855.5555555555557,"Rue Hassen Ben Said 4051 khezema ouest sousse. prés de librairie SIAB, Sousse, Sousse, Sousse"
Ariana,1800.0,250.0,L,Tunisie-annonce TN,2823959,7.2,"Tunisie,Tunis,El Menzah,El Menzah 9"
Bardo,240.0,45.0,L,Tunisie-annonce TN,2317772,5.333333333333333,"Tunisie,Tunis,Le Bardo,Ksar Said"
Sousse,141250.0,105.0,V,Jumia TN,L-TN-00150650,1345.2380952380952,"Hergla, Hergla, Sousse"
Sousse,1100.0,140.0,L,Tunisie-annonce TN,2790324,7.857142857142857,"Tunisie,Sousse,Sousse Jaouhara,Sahloul"
Sfax,350.0,70.0,L,Tunisie-annonce TN,2572113,5.0,"Tunisie,Sfax,Sfax Ville,Sfax Hached"
Ariana,181000.0,60.0,V,Jumia TN,L-TN-00129060,3016.6666666666665,"Cité Ennasr, Cité Ennasr, Ariana"
Ariana,650.0,70.0,L,Tunisie-annonce TN,2778599,9.285714285714286,"Tunisie,Tunis,El Menzah,El Manar 1"
Sousse,495000.0,165.0,V,Jumia TN,L-TN-00163572,3000.0,"Rue Hassen Ben Said 4051 khezema ouest sousse., El Kantaoui, Hammam Sousse, Sousse"
Ariana,500.0,40.0,L,Tunisie-annonce TN,2801720,12.5,"Tunisie,Tunis,El Menzah,El Manar 1"
Ariana,950.0,105.0,L,Tunisie-annonce TN,2815513,9.047619047619047,"Tunisie,Ariana,La Soukra,La Soukra"
Ariana,750.0,100.0,L,Tunisie-annonce TN,2830693,7.5,"Tunisie,Tunis,El Menzah,El Manar 1"
Ben arous,350.0,250.0,L,Tunisie-annonce TN,2792419,1.4,"Tunisie,Ben arous,El Mourouj,El Mourouj"
Sousse,170000.0,70.0,V,Jumia TN,L-TN-00125276,2428.5714285714284,"Chott Meriem, Akouda, Sousse"
Bizerte,600.0,180.0,L,Tunisie-annonce TN,2591020,3.3333333333333335,"Tunisie,Bizerte,Bizerte Nord,Bizerte"
Ariana,369760.0,176.0,V,Jumia TN,L-TN-00132326,2100.909090909091,"Cité Ennasr, Cité Ennasr, Ariana"
Tunis,900.0,65.0,L,Tunisie-annonce TN,2781227,13.846153846153847,"Tunisie,Tunis,Bab Bhar,Republique"
Sousse,340000.0,110.0,V,Jumia TN,L-TN-00120785,3090.909090909091,"Sousse Khezama, Sousse, Sousse"
Tunis,700.0,55.0,L,Tunisie-annonce TN,2822290,12.727272727272727,"Tunisie,Tunis,Bab Bhar,Republique"
Tunis,470.0,40.0,L,Tunisie-annonce TN,2781220,11.75,"Tunisie,Tunis,Bab Bhar,Republique"
Nabeul,500.0,500.0,L,Tunisie-annonce TN,2831454,1.0,"Tunisie,Nabeul,Hammam El Ghezaz,Hammam El Ghezaz"
Ariana,250000.0,171.0,V,Jumia TN,L-TN-00153713,1461.9883040935672,"Raoued plage, Raoued, Raoued, Ariana"
Nabeul,140000.0,60.0,V,Jumia TN,L-TN-00132253,2333.3333333333335,"Hammamet Nord, Hammamet, Nabeul"
Tunis,550.0,28.0,L,Tunisie-annonce TN,2828085,19.642857142857142,"Tunisie,Tunis,Ain Zaghouan,Ain Zaghouan"
Tunis,230.0,100.0,L,Tunisie-annonce TN,2819914,2.3,"Tunisie,Kasserine,Kasserine Nord,Kasserine"
Sousse,110000.0,38.0,V,Jumia TN,L-TN-00162240,2894.7368421052633,"Tantana, Akouda, Sousse"
Ariana,490.0,60.0,L,Tunisie-annonce TN,2813276,8.166666666666666,"Tunisie,Ariana,Mnihla,Jardins d'el Menzah"
Sousse,125000.0,50.0,V,Jumia TN,L-TN-00161387,2500.0,"Chott Meriem, Akouda, Sousse"
Nabeul,700.0,180.0,L,Tunisie-annonce TN,2803589,3.888888888888889,"Tunisie,Nabeul,El Haouaria,Cite Touristique"
Ben arous,270.0,34.0,L,Tunisie-annonce TN,2818150,7.9411764705882355,"Tunisie,Ben arous,Hammam Lif,Cite Boussouffara"
Banlieue Nord,170000.0,98.0,V,Jumia TN,L-TN-00124533,1734.6938775510205,"El Manar 1, El Manar 1, Tunis et Banlieue Nord"
Beja,300.0,50.0,L,Tunisie-annonce TN,2618270,6.0,"Tunisie,Beja,Beja Sud,Sidi Frej"
Ariana,650.0,90.0,L,Tunisie-annonce TN,2824254,7.222222222222222,"Tunisie,Ariana,La Soukra,La Soukra"
Ariana,210000.0,117.0,V,Jumia TN,L-TN-00114939,1794.871794871795,"Riadh el Andalous, Riadh el Andalous, Ariana"
Ben arous,155000.0,128.0,V,Jumia TN,L-TN-00126904,1210.9375,"Mornag, Mornag, Ben Arous - Tunis Sud"
Ariana,122.0,140.0,L,Tunisie-annonce TN,2803255,0.8714285714285714,"Tunisie,Ariana,Raoued,Ariana Essoughra"
Sousse,750.0,75.0,L,Tunisie-annonce TN,2630952,10.0,"Tunisie,Sousse,Akouda,Chatt Meriem"
Nabeul,252000.0,126.0,V,Jumia TN,L-TN-00121469,2000.0,"Hammamet Sud, Hammamet, Nabeul"
Banlieue Nord,178000.0,104.0,V,Jumia TN,L-TN-00149158,1711.5384615384614,"Ain Zaghouan, AIN Zagouan, AIN Zaghouan, Tunis et Banlieue Nord"
Mannouba,380.0,50.0,L,Tunisie-annonce TN,2821755,7.6,"Tunisie,Manouba,Mannouba,La Mannouba"
Bizerte,185000.0,150.0,V,Jumia TN,L-TN-00130659,1233.3333333333333,"sidi salem bizerte, Bizerte, Bizerte"
Jendouba,560.0,70.0,L,Tunisie-annonce TN,2232528,8.0,"Tunisie,Jendouba,Tabarka,Tabarka"
Banlieue Nord,135000.0,90.0,V,Jumia TN,L-TN-00132033,1500.0,"Cité El WAHA près Diar Ben Mahmoud EL Agba, Tunis, Tunis, Tunis et Banlieue Nord"
Ariana,258000.0,136.0,V,Jumia TN,L-TN-00104846,1897.0588235294117,"Jardins d'el Menzah, Mnihla, Ariana"
Ariana,1200.0,100.0,L,Tunisie-annonce TN,2802421,12.0,"Tunisie,Ariana,Ariana Ville,Cite Ennasr 2"
Ariana,250000.0,111.0,V,Jumia TN,L-TN-00155919,2252.252252252252,"La Soukra, La Soukra, Ariana"
Nabeul,600.0,80.0,L,Tunisie-annonce TN,2818193,7.5,"Tunisie,Nabeul,Hammamet,Hammamet"
Ariana,150000.0,100.0,V,Jumia TN,L-TN-00131552,1500.0,"ARIANA BORJ LOUZIR CITEE BEHI LADGHAM, Ariana, Ariana, Ariana"
Ariana,480.0,51.0,L,Tunisie-annonce TN,2831474,9.411764705882353,"Tunisie,Ariana,Ariana Ville,Cite El Intissar 2"
Banlieue Nord,430000.0,177.0,V,Jumia TN,L-TN-00152598,2429.3785310734465,"les jardins de carthage, Les Jardins de Carthage, Les Jardins de Carthage, Tunis et Banlieue Nord"
Tunis,750.0,75.0,L,Tunisie-annonce TN,2830306,10.0,"Tunisie,Tunis,Ain Zaghouan,Ain Zaghouan"
Banlieue Nord,250000.0,100.0,V,Jumia TN,L-TN-00154715,2500.0,"Cité les Palmerais, Aouina, Aouina, Tunis et Banlieue Nord"
Ariana,440000.0,162.0,V,Jumia TN,L-TN-00120790,2716.0493827160494,"la soukra, La Soukra, La Soukra, Ariana"
Ariana,300000.0,119.0,V,Jumia TN,L-TN-00149803,2521.0084033613443,"La Soukra, La Soukra, Ariana"
Banlieue Nord,265000.0,135.0,V,Jumia TN,L-TN-00163833,1962.962962962963,"Aouina, Aouina, Tunis et Banlieue Nord"
Sousse,250000.0,100.0,V,Jumia TN,L-TN-00140980,2500.0,"Rue Hassen Ben Said 4051 khezema ouest sousse. prés de librairie SIAB, Sousse Corniche, Sousse, Sousse"
Sousse,600.0,43.0,L,Tunisie-annonce TN,2782966,13.953488372093023,"Tunisie,Sousse,Sousse Ville,Sousse"
Banlieue Nord,380000.0,138.0,V,Jumia TN,L-TN-00137517,2753.623188405797,"en face carrefour, Ain Zaghouan Nord, AIN Zaghouan, Tunis et Banlieue Nord"
Sfax,600.0,200.0,L,Tunisie-annonce TN,2814757,3.0,"Tunisie,Sfax,Sakiet Ezzit,Merkez Chihya"
Sousse,146000.0,42.0,V,Jumia TN,L-TN-00115927,3476.190476190476,"Chott Meriem, Akouda, Sousse"
Ariana,2500.0,350.0,L,Tunisie-annonce TN,2799768,7.142857142857143,"Tunisie,Ariana,Ariana Ville,El Menzah 7"
Gabes,350.0,167.0,L,Tunisie-annonce TN,2591849,2.095808383233533,"Tunisie,Gabes,Gabes Sud,Teboulbou"
Sousse,220000.0,50.0,V,Jumia TN,L-TN-00115654,4400.0,"maison des jardins, port kantaoui, El Kantaoui, Hammam Sousse, Sousse"
Tunis,350.0,70.0,L,Tunisie-annonce TN,2831471,5.0,"Tunisie,Tunis,Sidi El Bechir,Sidi El Bechir"
Sousse,217000.0,148.0,V,Jumia TN,L-TN-00156836,1466.2162162162163,"Hergla, Hergla, Sousse"
Ariana,300.0,70.0,L,Tunisie-annonce TN,2831461,4.285714285714286,"Tunisie,Ariana,La Soukra,Borj Louzir"
Sousse,215000.0,130.0,V,Jumia TN,L-TN-00161735,1653.8461538461538,"Rue Hassen Ben Said 4051 khezema ouest sousse., Khezama, Khezama, Sousse"
Banlieue Nord,460000.0,200.0,V,Jumia TN,L-TN-00139547,2300.0,"Sidi Daoud, La Marsa, Tunis et Banlieue Nord"
Sousse,180.0,50.0,V,Jumia TN,L-TN-00138636,3.6,"Sousse Riadh, Sousse Riadh, Sousse Riadh, Sousse"
Ariana,100.0,130.0,L,Tunisie-annonce TN,896412,0.7692307692307693,"Tunisie,Ariana,Ariana Ville,Cite Ennasr 2"
Nabeul,330000.0,117.0,V,Jumia TN,L-TN-00155827,2820.5128205128203,"Hammamet, Hammamet, Nabeul"
Nabeul,500.0,200.0,L,Tunisie-annonce TN,2822505,2.5,"Tunisie,Nabeul,Kelibia,Kelibia"
Ben arous,600.0,150.0,L,Tunisie-annonce TN,2813956,4.0,"Tunisie,Ben arous,Bou Mhel El Bassatine,Bou Mhel"
Ariana,985800.0,283.0,V,Jumia TN,L-TN-00156859,3483.39222614841,"Riadh Ennasr à proximité de la clinique Ennasr, de Slim school, Cité Ennasr, Cité Ennasr, Ariana"
Sousse,100.0,100.0,L,Tunisie-annonce TN,2812814,1.0,"Tunisie,Sousse,Sousse Jaouhara,Sahloul"
Ariana,357050.0,202.0,V,Jumia TN,L-TN-00152590,1767.5742574257426,"chotrana, Chotrana 1, Chotrana 1, Ariana"
Sousse,300.0,90.0,L,Tunisie-annonce TN,2548763,3.3333333333333335,"Tunisie,Sousse,Sousse Riadh,Sousse Riadh"
Bardo,350.0,35.0,L,Tunisie-annonce TN,2826399,10.0,"Tunisie,Tunis,Le Bardo,Ksar Said"
Banlieue Nord,255000.0,169.0,V,Jumia TN,L-TN-00148252,1508.8757396449705,"Ain Zaghouan, AIN Zaghouan, Tunis et Banlieue Nord"
Ariana,1000.0,100.0,L,Tunisie-annonce TN,2632637,10.0,"Tunisie,Ariana,Ariana Ville,Cite Ennasr 2"
Banlieue Nord,1150.0,160.0,L,Tunisie-annonce TN,2812956,7.1875,"Tunisie,Tunis,La Marsa,Gammart"
Ben arous,600.0,110.0,L,Tunisie-annonce TN,2813147,5.454545454545454,"Tunisie,Ben arous,Nouvelle Medina,Nouvelle Medina"
Ben arous,600.0,150.0,L,Tunisie-annonce TN,2824383,4.0,"Tunisie,Ben arous,Nouvelle Medina,Nouvelle Medina"
Banlieue Nord,1200.0,100.0,L,Tunisie-annonce TN,2830506,12.0,"Tunisie,Tunis,La Marsa,El Aouina"
Ariana,700000.0,360.0,V,Jumia TN,L-TN-00153710,1944.4444444444443,"Chotrana, Ariana, Ariana, Ariana"
Beja,600.0,65.0,L,Tunisie-annonce TN,2831483,9.23076923076923,"Tunisie,Beja,Beja Nord,Beja"
Mahdia,348300.0,122.0,V,Jumia TN,L-TN-00096496,2854.9180327868853,"Zone Touristique, Mahdia, Mahdia"
Sousse,350.0,65.0,L,Tunisie-annonce TN,2824808,5.384615384615385,"Tunisie,Sousse,Sousse Jaouhara,Sahloul"
Sousse,298000.0,119.0,V,Jumia TN,L-TN-00163410,2504.201680672269,"Rue Hassen Ben Said 4051 khezema ouest sousse., El Kantaoui, Hammam Sousse, Sousse"
Sousse,125000.0,78.0,V,Jumia TN,L-TN-00105437,1602.5641025641025,"chatt mariem, Tantana, Sousse"
Sfax,290.0,35.0,L,Tunisie-annonce TN,2573375,8.285714285714286,"Tunisie,Sfax,Sfax Ville,Sfax Hached"
Banlieue Nord,468000.0,234.0,V,Jumia TN,L-TN-00087993,2000.0,"El Menzah 9, El Menzah 9, Tunis et Banlieue Nord"
Tunis,1700.0,50.0,L,Tunisie-annonce TN,2746251,34.0,"Tunisie,Tunis,Bab Bhar,Habib Thameur"
Ariana,92.0,100.0,L,Tunisie-annonce TN,2272992,0.92,"Tunisie,Ariana,Ariana Ville,Cite Ennasr 1"
Ariana,281600.0,128.0,V,Jumia TN,L-TN-00158774,2200.0,"La Soukra, La Soukra, Ariana"
Sfax,395.0,70.0,L,Tunisie-annonce TN,2572666,5.642857142857143,"Tunisie,Sfax,Sfax Ville,Sfax Hached"
Nabeul,145000.0,75.0,V,Jumia TN,L-TN-00102751,1933.3333333333333,"Mrezga, Hammamet, Hammamet, Nabeul"
Banlieue Nord,120.0,69.0,L,Tunisie-annonce TN,2677736,1.7391304347826086,"Tunisie,Tunis,Ain Zaghouan,Jardins de Carthage"
Ariana,367000.0,132.0,V,Jumia TN,L-TN-00129068,2780.3030303030305,"Cité Ennasr, Cité Ennasr, Ariana"
Banlieue Nord,130.0,71.0,L,Tunisie-annonce TN,2663010,1.8309859154929577,"Tunisie,Tunis,La Marsa,Berge Du Lac"
Ariana,210000.0,105.0,V,Jumia TN,L-TN-00153458,2000.0,"La Soukra, La Soukra, Ariana"
Ariana,91.0,150.0,L,Tunisie-annonce TN,2315181,0.6066666666666667,"Tunisie,Ariana,Ariana Ville,Cite Ennasr 2"
Banlieue Nord,130.0,75.0,L,Tunisie-annonce TN,2722647,1.7333333333333334,"Tunisie,Tunis,La Marsa,Berge Du Lac"
Banlieue Nord,150.0,50.0,L,Tunisie-annonce TN,2812007,3.0,"Tunisie,Tunis,La Marsa,Gammart"
Sousse,220000.0,70.0,V,Jumia TN,L-TN-00132848,3142.8571428571427,"El Kantaoui, Hammam Sousse, Sousse"
Tunis,950.0,119.0,L,Tunisie-annonce TN,2820219,7.983193277310924,"Tunisie,Tunis,Ain Zaghouan,Ain Zaghouan"
Ben arous,173000.0,105.0,V,Jumia TN,L-TN-00152907,1647.6190476190477,"Bou Mhel, Bou Mhel, Ben Arous - Tunis Sud"
Sfax,700.0,169.0,L,Tunisie-annonce TN,2828630,4.1420118343195265,"Tunisie,Sfax,Sfax Sud,Sidi Abbes"
Ariana,590.0,75.0,L,Tunisie-annonce TN,2787314,7.866666666666666,"Tunisie,Tunis,El Menzah,El Menzah 1"
Sfax,1500.0,45.0,L,Tunisie-annonce TN,2577312,33.333333333333336,"Tunisie,Sfax,Sfax Ville,Cite De Le Liberte"
Ben arous,190000.0,145.0,V,Jumia TN,L-TN-00152577,1310.344827586207,"Boumhel, Bou Mhel, Ben Arous - Tunis Sud"
Ariana,900.0,100.0,L,Tunisie-annonce TN,2425982,9.0,"Tunisie,Ariana,Ariana Ville,El Menzah 7"
Ariana,560000.0,180.0,V,Jumia TN,L-TN-00127501,3111.1111111111113,"Résidence Les Oeillets, Cité Ennasr, Cité Ennasr, Cité Ennasr, Ariana"
Sousse,140000.0,85.0,V,Jumia TN,L-TN-00134843,1647.0588235294117,"hammam sousse, Hammam Sousse, Hammam Sousse, Sousse"
Bizerte,650.0,80.0,L,Tunisie-annonce TN,2749449,8.125,"Tunisie,Bizerte,Bizerte Nord,Bizerte"
Nabeul,350.0,60.0,L,Tunisie-annonce TN,2416230,5.833333333333333,"Tunisie,Nabeul,Hammamet,Sidi Jedidi"
Tunis,140.0,100.0,L,Tunisie-annonce TN,2391280,1.4,"Tunisie,Tunis,Ain Zaghouan,Ain Zaghouan"
Ariana,410000.0,143.0,V,Jumia TN,L-TN-00164097,2867.132867132867,"prés kiabi, La Soukra, La Soukra, Ariana"
Banlieue Nord,160.0,130.0,L,Tunisie-annonce TN,2526725,1.2307692307692308,"Tunisie,Tunis,La Marsa,Berge Du Lac"
Banlieue Nord,130.0,50.0,L,Tunisie-annonce TN,2230565,2.6,"Tunisie,Tunis,La Marsa,Berge Du Lac"
Ben arous,750.0,200.0,L,Tunisie-annonce TN,2813400,3.75,"Tunisie,Ben arous,Bou Mhel El Bassatine,Cite El Mouna"
Banlieue Nord,280000.0,160.0,V,Jumia TN,L-TN-00148257,1750.0,"Ain Zaghouan, AIN Zaghouan, Tunis et Banlieue Nord"
Les Berges du Lac,800000.0,223.0,V,Jumia TN,L-TN-00163367,3587.4439461883408,"Les Berges Du Lac 2, Les Berges Du Lac, Tunis et Banlieue Nord"
Ariana,100.0,120.0,L,Tunisie-annonce TN,1135978,0.8333333333333334,"Tunisie,Ariana,Ariana Ville,Cite Ennasr 2"
Sousse,170000.0,103.0,V,Jumia TN,L-TN-00141050,1650.485436893204,"Rue Hassen Ben Said 4051 khezema ouest sousse. prés de librairie SIAB, Sousse Medina, Sousse, Sousse"
Sousse,1450.0,170.0,L,Tunisie-annonce TN,2783285,8.529411764705882,"Tunisie,Sousse,Hammam Sousse,Hammam Sousse"
Banlieue Nord,580000.0,242.0,V,Jumia TN,L-TN-00112627,2396.694214876033,"La Marsa, Tunis et Banlieue Nord"
Ariana,1200.0,56.0,L,Tunisie-annonce TN,2831515,21.428571428571427,"Tunisie,Ariana,Ariana Ville,Cite Ennasr 2"
Ariana,125000.0,60.0,V,Jumia TN,L-TN-00085031,2083.3333333333335,"Cité Ennasr, Cité Ennasr, Ariana"
Sousse,550.0,108.0,L,Tunisie-annonce TN,2831514,5.092592592592593,"Tunisie,Sousse,Sousse Jaouhara,Cite Sahloul"
Ariana,316000.0,137.0,V,Jumia TN,L-TN-00136432,2306.5693430656934,"chotrana 1, Chotrana 2, La Soukra, Ariana"
Sousse,120000.0,100.0,V,Jumia TN,L-TN-00152774,1200.0,"Rue Hassen Ben Said 4051 khezema ouest sousse. prés de librairie SIAB, Khezama Ouest, Khezama Ouest, Sousse"
Tunis,380.0,30.0,L,Tunisie-annonce TN,2820495,12.666666666666666,"Tunisie,Tunis,Bab Souika,Bab Sidi Abdessalem"
Tunis,280.0,20.0,L,Tunisie-annonce TN,2803453,14.0,"Tunisie,Tunis,Bab Souika,Borj Zouara"
Nabeul,900.0,180.0,L,Tunisie-annonce TN,2820755,5.0,"Tunisie,Nabeul,Kelibia,Cite Riadh"
Banlieue Nord,230000.0,147.0,V,Jumia TN,L-TN-00146580,1564.6258503401361,"Carthage Mohamed Ali, Carthage, Carthage, Tunis et Banlieue Nord"
Ariana,850.0,110.0,L,Tunisie-annonce TN,2803456,7.7272727272727275,"Tunisie,Ariana,La Soukra,La Soukra"
Mannouba,470.0,75.0,L,Tunisie-annonce TN,2830626,6.266666666666667,"Tunisie,Manouba,Mannouba,La Mannouba"
Ben arous,272450.0,195.0,V,Jumia TN,L-TN-00123032,1397.179487179487,"El Mourouj, El Mourouj, Ben Arous - Tunis Sud"
Ben arous,330.0,70.0,L,Tunisie-annonce TN,2776160,4.714285714285714,"Tunisie,Ben arous,Ezzahra,Ezzahra"
Sousse,240000.0,103.0,V,Jumia TN,L-TN-00148628,2330.097087378641,"Rue Hassen Ben Said 4051 khezema ouest sousse. prés de librairie SIAB, Sousse Medina, Sousse, Sousse"
Banlieue Nord,298000.0,77.0,V,Jumia TN,L-TN-00161457,3870.12987012987,"La Marsa, La Marsa, Tunis et Banlieue Nord"
Banlieue Nord,800.0,100.0,L,Tunisie-annonce TN,2831532,8.0,"Tunisie,Tunis,La Goulette,La Goulette Port"
Tunis,1650.0,105.0,L,Tunisie-annonce TN,2831513,15.714285714285714,"Tunisie,Tunis,Ain Zaghouan,Ain Zaghouan"
Banlieue Nord,421200.0,162.0,V,Jumia TN,L-TN-00126512,2600.0,"Les Jardins de Carthage, Les Jardins de Carthage, Tunis et Banlieue Nord"
Banlieue Nord,1650.0,105.0,L,Tunisie-annonce TN,2831521,15.714285714285714,"Tunisie,Tunis,La Marsa,Berge Du Lac"
Sousse,350000.0,175.0,V,Jumia TN,L-TN-00159771,2000.0,"Rue Hassen Ben Said 4051 khezema ouest sousse., Sahloul, Sousse, Sousse"
Nabeul,125.0,150.0,L,Tunisie-annonce TN,1536086,0.8333333333333334,"Tunisie,Nabeul,Hammamet,Hammamet"
Ariana,1300.0,130.0,L,Tunisie-annonce TN,2827182,10.0,"Tunisie,Tunis,El Menzah,El Manar 1"
Banlieue Nord,950000.0,316.0,V,Jumia TN,L-TN-00150497,3006.3291139240505,"les jardins de carthage, Les Jardins de Carthage, Les Jardins de Carthage, Tunis et Banlieue Nord"
Nabeul,100.0,80.0,L,Tunisie-annonce TN,2357863,1.25,"Tunisie,Nabeul,Nabeul,Nabeul"
Mannouba,850.0,155.0,L,Tunisie-annonce TN,2831529,5.483870967741935,"Tunisie,Manouba,Mannouba,La Mannouba"
Banlieue Nord,3500.0,250.0,L,Tunisie-annonce TN,2809963,14.0,"Tunisie,Tunis,La Marsa,Cite Du Stade"
Banlieue Nord,265000.0,135.0,V,Jumia TN,L-TN-00150398,1962.962962962963,"Aouina, Aouina, Tunis et Banlieue Nord"
Banlieue Nord,1800.0,100.0,L,Tunisie-annonce TN,2573586,18.0,"Tunisie,Tunis,La Marsa,Gammart"
Ben arous,160000.0,95.0,V,Jumia TN,L-TN-00121069,1684.2105263157894,"El Mourouj, El Mourouj, Ben Arous - Tunis Sud"
Banlieue Nord,2500.0,130.0,L,Tunisie-annonce TN,2783536,19.23076923076923,"Tunisie,Tunis,La Marsa,Marsa Safsaf"
Mahdia,316800.0,131.0,V,Jumia TN,L-TN-00096485,2418.320610687023,"zone touristique de la MAHDIA à 20m de la mer, Mahdia, Mahdia, Mahdia"
Nabeul,450.0,90.0,L,Tunisie-annonce TN,2810298,5.0,"Tunisie,Nabeul,Kelibia,Cite Riadh"
