Country,Price,Size,Status,Marketplace,Reference,Moy_prix_by_size,Address
Ariana,257000.0,136.0,V,Jumia TN,L-TN-00154245,1889.7058823529412,"Borj Louzir, Ariana, Ariana"
Ben arous,500.0,100.0,L,Tunisie-annonce TN,2817196,5.0,"Tunisie,Ben arous,Bou Mhel El Bassatine,Bou Mhel"
Ariana,160000.0,150.0,V,Jumia TN,L-TN-00153433,1066.6666666666667,"Jaafer, Raoued, Raoued, Ariana"
Banlieue Nord,293000.0,93.0,V,Jumia TN,L-TN-00131676,3150.537634408602,"Les Jardins de Carthage, Tunis et Banlieue Nord"
Sousse,750.0,100.0,V,Jumia TN,L-TN-00142237,7.5,"Sahloul, Sahloul, Sahloul, Sousse"
Sfax,290.0,45.0,L,Tunisie-annonce TN,2784642,6.444444444444445,"Tunisie,Sfax,Sakiet Ezzit,Sakiet Ezzit"
Sousse,230000.0,76.0,V,Jumia TN,L-TN-00159053,3026.315789473684,"Hammam Sousse, Hammam Sousse, Sousse"
Ariana,195000.0,90.0,V,Jumia TN,L-TN-00136491,2166.6666666666665,"clotrana 1, Chotrana 2, La Soukra, Ariana"
Ariana,350.0,80.0,L,Tunisie-annonce TN,2599415,4.375,"Tunisie,Ariana,La Soukra,Borj Louzir"
Ariana,100.0,85.0,L,Tunisie-annonce TN,2496712,1.1764705882352942,"Tunisie,Ariana,Ariana Ville,Cite Ennasr 2"
Ariana,180000.0,147.0,V,Jumia TN,L-TN-00154286,1224.4897959183672,"Ariana, Ariana, Ariana"
Ariana,99.0,90.0,L,Tunisie-annonce TN,2493417,1.1,"Tunisie,Ariana,Ariana Ville,Cite Ennasr 1"
Nabeul,65000.0,80.0,V,Jumia TN,L-TN-00154577,812.5,"NABEUL, Nabeul, Nabeul, Nabeul"
Ben arous,550.0,200.0,L,Tunisie-annonce TN,2831501,2.75,"Tunisie,Ben arous,El Mourouj,Cite El Mourouj 3 Bis"
Ariana,900.0,110.0,L,Tunisie-annonce TN,2774915,8.181818181818182,"Tunisie,Ariana,La Soukra,Dar Fadhal"
Banlieue Nord,680000.0,270.0,V,Jumia TN,L-TN-00139478,2518.5185185185187,"Sidi Daoud, La Marsa, Tunis et Banlieue Nord"
Ariana,280.0,12.0,L,Tunisie-annonce TN,2770893,23.333333333333332,"Tunisie,Ariana,Ariana Ville,Ariana"
Banlieue Nord,950000.0,314.0,V,Jumia TN,L-TN-00130161,3025.477707006369,"jardins de carthage, Les Jardins de Carthage, Les Jardins de Carthage, Tunis et Banlieue Nord"
Ben arous,410.0,80.0,L,Tunisie-annonce TN,2826444,5.125,"Tunisie,Ben arous,Bou Mhel El Bassatine,Cite Bou Mhel"
Ariana,480.0,90.0,L,Tunisie-annonce TN,2831499,5.333333333333333,"Tunisie,Ariana,La Soukra,Borj Louzir"
Nabeul,850.0,150.0,L,Tunisie-annonce TN,2810862,5.666666666666667,"Tunisie,Nabeul,Kelibia,Kelibia"
Nabeul,900.0,160.0,L,Tunisie-annonce TN,2813184,5.625,"Tunisie,Nabeul,Kelibia,Kelibia"
Ben arous,300.0,65.0,L,Tunisie-annonce TN,2828094,4.615384615384615,"Tunisie,Ben arous,Hammam Chatt,Borj Cedria"
Nabeul,850.0,150.0,L,Tunisie-annonce TN,2813205,5.666666666666667,"Tunisie,Nabeul,Kelibia,Kelibia"
Sousse,95000.0,120.0,V,Jumia TN,L-TN-00142500,791.6666666666666,"Sidi Abdelhamid, Sidi Abdelhamid, Sousse"
Ariana,900.0,140.0,L,Tunisie-annonce TN,2827061,6.428571428571429,"Tunisie,Ariana,Ariana Ville,Cite Ennasr 2"
Banlieue Nord,560000.0,116.0,V,Jumia TN,L-TN-00146879,4827.586206896552,"Zone Touristique de Gammarth, Gammarth, Gammarth, Tunis et Banlieue Nord"
Mannouba,950.0,210.0,L,Tunisie-annonce TN,2614985,4.523809523809524,"Tunisie,Manouba,Mannouba,La Mannouba"
Ariana,1250.0,200.0,L,Tunisie-annonce TN,2772756,6.25,"Tunisie,Ariana,Ariana Ville,Cite Ennasr 2"
Nabeul,450.0,40.0,L,Tunisie-annonce TN,2821815,11.25,"Tunisie,Nabeul,Hammamet,Hammamet"
Nabeul,55000.0,60.0,V,Jumia TN,L-TN-00142596,916.6666666666666,"Hammamet, Hammamet, Hammamet, Nabeul"
Bardo,320.0,30.0,L,Tunisie-annonce TN,2811607,10.666666666666666,"Tunisie,Tunis,Le Bardo,Bouchoucha"
Ariana,165.0,100.0,L,Tunisie-annonce TN,2831467,1.65,"Tunisie,Ariana,Ariana Ville,El Menzah 7"
Tunis,750.0,75.0,L,Tunisie-annonce TN,2830273,10.0,"Tunisie,Tunis,Ain Zaghouan,Ain Zaghouan"
Nabeul,100.0,150.0,L,Tunisie-annonce TN,2786848,0.6666666666666666,"Tunisie,Nabeul,Kelibia,Kelibia"
Nabeul,120.0,120.0,L,Tunisie-annonce TN,2828999,1.0,"Tunisie,Nabeul,El Haouaria,Cite Touristique"
Jendouba,120.0,55.0,L,Tunisie-annonce TN,2831434,2.1818181818181817,"Tunisie,Jendouba,Tabarka,Tabarka"
Ariana,850.0,105.0,L,Tunisie-annonce TN,2826983,8.095238095238095,"Tunisie,Ariana,Ariana Ville,Cite Ennasr 2"
Ariana,380.0,100.0,L,Tunisie-annonce TN,2828963,3.8,"Tunisie,Ariana,La Soukra,Cite Farhat"
Ben arous,270.0,34.0,L,Tunisie-annonce TN,2820726,7.9411764705882355,"Tunisie,Ben arous,Hammam Lif,Hammam Lif"
Ariana,1000.0,140.0,L,Tunisie-annonce TN,2826965,7.142857142857143,"Tunisie,Ariana,Ariana Ville,El Menzah 5"
Ariana,480.0,100.0,L,Tunisie-annonce TN,2818105,4.8,"Tunisie,Ariana,La Soukra,La Soukra"
Monastir,300.0,50.0,L,Tunisie-annonce TN,2823610,6.0,"Tunisie,Monastir,Monastir,Zone Skanes"
Nabeul,700.0,90.0,L,Tunisie-annonce TN,2831403,7.777777777777778,"Tunisie,Nabeul,Hammam El Ghezaz,Hammam El Ghezaz"
Ben arous,110.0,90.0,L,Tunisie-annonce TN,2570420,1.2222222222222223,"Tunisie,Ben arous,Rades,Rades"
Ariana,1200.0,210.0,L,Tunisie-annonce TN,2766529,5.714285714285714,"Tunisie,Tunis,El Menzah,El Menzah 9"
Ben arous,850.0,180.0,L,Tunisie-annonce TN,2783593,4.722222222222222,"Tunisie,Ben arous,Hammam Chatt,Hammam Chatt"
Les Berges du Lac,980000.0,230.0,V,Jumia TN,L-TN-00153540,4260.869565217391,"Les Berges Du Lac 2, Les Berges Du Lac, Tunis et Banlieue Nord"
Nabeul,850.0,120.0,L,Tunisie-annonce TN,2831396,7.083333333333333,"Tunisie,Nabeul,Hammam El Ghezaz,Hammam El Ghezaz"
Gabes,200.0,65.0,L,Tunisie-annonce TN,2669344,3.076923076923077,"Tunisie,Gabes,Gabes Sud,Zrig"
Ben arous,250000.0,158.0,V,Jumia TN,L-TN-00147191,1582.2784810126582,"Ezzahra, Ben Arous - Tunis Sud"
Ariana,260000.0,130.0,V,Jumia TN,L-TN-00113935,2000.0,"Cité Ennasr, Cité Ennasr, Ariana"
Tunis,700.0,100.0,L,Tunisie-annonce TN,2823367,7.0,"Tunisie,Tunis,Bab Bhar,Bab Bhar"
Ariana,380000.0,134.0,V,Jumia TN,L-TN-00127164,2835.820895522388,"Avenue du Maghreb Arabe en face de ""SOUKRA EXPO"", La Soukra, La Soukra, Ariana"
Gabes,250.0,70.0,L,Tunisie-annonce TN,2587771,3.5714285714285716,"Tunisie,Gabes,Gabes Sud,Zrig"
Nabeul,880.0,250.0,L,Tunisie-annonce TN,2807996,3.52,"Tunisie,Nabeul,Kelibia,Kelibia"
Sousse,198000.0,124.0,V,Jumia TN,L-TN-00155377,1596.774193548387,"Rue Hassen Ben Said 4051 khezema ouest sousse., Bouhssina, Sousse, Sousse"
Ariana,183000.0,147.0,V,Jumia TN,L-TN-00148939,1244.8979591836735,"Ariana Ville, Ariana, Ariana, Ariana"
Nabeul,880.0,250.0,L,Tunisie-annonce TN,2782598,3.52,"Tunisie,Nabeul,Kelibia,Kelibia"
Sousse,130000.0,65.0,V,Jumia TN,L-TN-00146482,2000.0,"Sousse Corniche, Sousse Corniche, Sousse"
Nabeul,880.0,250.0,L,Tunisie-annonce TN,2819761,3.52,"Tunisie,Nabeul,Kelibia,Kelibia"
Ariana,1200.0,150.0,L,Tunisie-annonce TN,2745848,8.0,"Tunisie,Tunis,El Menzah,El Menzah 9"
Banlieue Nord,552000.0,230.0,V,Jumia TN,L-TN-00131348,2400.0,"jardins de carthage, Les Jardins de Carthage, Tunis et Banlieue Nord"
Ariana,250000.0,104.0,V,Jumia TN,L-TN-00154296,2403.846153846154,"Ariana, Ariana, Ariana"
Sousse,190000.0,116.0,V,Jumia TN,L-TN-00146709,1637.9310344827586,"Rue Hassen Ben Said 4051 khezema ouest sousse. prés de librairie SIAB, Bouhssina, Sousse, Sousse"
Ariana,480.0,100.0,L,Tunisie-annonce TN,2831378,4.8,"Tunisie,Ariana,Raoued,Cite El Ghazala 2"
Sousse,250000.0,158.0,V,Jumia TN,L-TN-00112958,1582.2784810126582,"Sahloul, Sahloul, Sousse"
Sousse,100.0,50.0,L,Tunisie-annonce TN,2824425,2.0,"Tunisie,Sousse,Sousse Ville,Sousse Corniche"
Nabeul,1200.0,56.0,L,Tunisie-annonce TN,2815658,21.428571428571427,"Tunisie,Nabeul,Hammamet,Cite El Yasmine"
Ben arous,130000.0,80.0,V,Jumia TN,L-TN-00161916,1625.0,"Ezzahra, Ben Arous - Tunis Sud"
Tunis,580.0,50.0,L,Tunisie-annonce TN,2831341,11.6,"Tunisie,Tunis,Ain Zaghouan,Ain Zaghouan"
Nabeul,420000.0,120.0,V,Jumia TN,L-TN-00131273,3500.0,"Hammamet Nord, Hammamet, Nabeul"
Nabeul,150.0,120.0,L,Tunisie-annonce TN,2813894,1.25,"Tunisie,Nabeul,Hammamet,Hammamet"
Ben arous,252000.0,180.0,V,Jumia TN,L-TN-00123029,1400.0,"El Mourouj, El Mourouj, Ben Arous - Tunis Sud"
Nabeul,500.0,70.0,L,Tunisie-annonce TN,2390077,7.142857142857143,"Tunisie,Nabeul,Hammamet,Hammamet"
Ariana,175075.0,76.0,V,Jumia TN,L-TN-00154761,2303.6184210526317,"Cité Ennasr, Cité Ennasr, Ariana"
Cite el khadra,100.0,100.0,L,Tunisie-annonce TN,2831340,1.0,"Tunisie,Tunis,Cite El Khadra,Cite El Khadra"
Sousse,1500.0,240.0,L,Tunisie-annonce TN,2831336,6.25,"Tunisie,Sousse,Sousse Jaouhara,Sahloul"
Ariana,900.0,120.0,L,Tunisie-annonce TN,2788855,7.5,"Tunisie,Ariana,Ariana Ville,El Menzah 7"
Banlieue Nord,700.0,120.0,L,Tunisie-annonce TN,2800494,5.833333333333333,"Tunisie,Tunis,La Marsa,Cite Des Mimosas"
Banlieue Nord,580000.0,145.0,V,Jumia TN,L-TN-00120642,4000.0,"La Marsa, La Marsa, Tunis et Banlieue Nord"
Ariana,105.0,55.0,L,Tunisie-annonce TN,2800822,1.9090909090909092,"Tunisie,Ariana,Raoued,Cite Ennkhilet"
Banlieue Nord,500000.0,178.0,V,Jumia TN,L-TN-00152624,2808.9887640449438,"les jardins de carthage, Les Jardins de Carthage, Tunis et Banlieue Nord"
Nabeul,700.0,110.0,L,Tunisie-annonce TN,2822719,6.363636363636363,"Tunisie,Nabeul,El Haouaria,Cite Touristique"
Sfax,570.0,87.0,L,Tunisie-annonce TN,2831304,6.551724137931035,"Tunisie,Sfax,Sfax Sud,Sidi Abbes"
Bardo,550.0,78.0,L,Tunisie-annonce TN,2831302,7.051282051282051,"Tunisie,Tunis,Le Bardo,Le Bardo"
Banlieue Nord,5000.0,250.0,L,Tunisie-annonce TN,2818964,20.0,"Tunisie,Tunis,La Marsa,Gammart"
Banlieue Nord,850.0,190.0,L,Tunisie-annonce TN,2805823,4.473684210526316,"Tunisie,Tunis,La Marsa,Cite Bhar Lazreg"
Ariana,300000.0,191.0,V,Jumia TN,L-TN-00153888,1570.6806282722514,"Ariana, Ariana, Ariana"
Ariana,1500.0,138.0,L,Tunisie-annonce TN,2770145,10.869565217391305,"Tunisie,Tunis,El Menzah,El Menzah 9"
Ariana,419000.0,156.0,V,Jumia TN,L-TN-00127497,2685.897435897436,"Résidence Les Oeillets, Cité Ennasr, Cité Ennasr, Cité Ennasr, Ariana"
Sousse,1200.0,80.0,L,Tunisie-annonce TN,2826499,15.0,"Tunisie,Sousse,Sousse Ville,Sousse Corniche"
Ariana,89000.0,53.0,V,Jumia TN,L-TN-00150628,1679.245283018868,"Ariana, Ariana, Ariana"
Ariana,900.0,146.0,L,Tunisie-annonce TN,2600439,6.164383561643835,"Tunisie,Ariana,La Soukra,La Soukra"
Tunis,300.0,34.0,L,Tunisie-annonce TN,2785686,8.823529411764707,"Tunisie,Tunis,El Omrane Superieur,Cite Ibn Khaldoun I"
Banlieue Nord,750.0,100.0,L,Tunisie-annonce TN,2831267,7.5,"Tunisie,Tunis,La Marsa,Gammart"
Ariana,1500.0,140.0,L,Tunisie-annonce TN,2770148,10.714285714285714,"Tunisie,Ariana,Ariana Ville,El Menzah 7"
Mahdia,130.0,100.0,L,Tunisie-annonce TN,2831247,1.3,"Tunisie,Mahdia,Mahdia,Mahdia"
Ben arous,98000.0,90.0,V,Jumia TN,L-TN-00141411,1088.888888888889,"Mourouj, El Mourouj, Ben Arous - Tunis Sud"
Sousse,110000.0,87.0,V,Jumia TN,L-TN-00140966,1264.367816091954,"Sidi Abdelhamid, Sidi Abdelhamid, Sousse"
Ariana,3500.0,500.0,L,Tunisie-annonce TN,2738493,7.0,"Tunisie,Tunis,El Menzah,El Menzah 9"
Ariana,225000.0,105.0,V,Jumia TN,L-TN-00149771,2142.8571428571427,"La Soukra, La Soukra, Ariana"
Mahdia,395000.0,138.0,V,Jumia TN,L-TN-00100118,2862.31884057971,"Mahdia, Mahdia"
Ariana,900.0,80.0,L,Tunisie-annonce TN,2822025,11.25,"Tunisie,Tunis,El Menzah,El Manar 2"
Sousse,225000.0,108.0,V,Jumia TN,L-TN-00150727,2083.3333333333335,"Chott Meriem, Akouda, Sousse"
Ben arous,600.0,160.0,L,Tunisie-annonce TN,2831223,3.75,"Tunisie,Ben arous,El Mourouj,El Mourouj"
Ariana,387782.0,158.0,V,Jumia TN,L-TN-00149010,2454.3164556962024,"Lotissement Panorama, Riadh el Andalous, Ariana"
Ben arous,600.0,98.0,L,Tunisie-annonce TN,2820808,6.122448979591836,"Tunisie,Ben arous,Bou Mhel El Bassatine,Bou Mhel"
Cite el khadra,25000.0,5000.0,L,Tunisie-annonce TN,2583043,5.0,"Tunisie,Tunis,Cite El Khadra,El Charguia"
Banlieue Nord,435000.0,196.0,V,Jumia TN,L-TN-00149476,2219.387755102041,"Menzah 9 C, El Menzah 9, El Menzah 9, Tunis et Banlieue Nord"
Ben arous,130000.0,104.0,V,Jumia TN,L-TN-00131125,1250.0,"Mornag, Ben Arous - Tunis Sud"
Ben arous,10800.0,1300.0,L,Tunisie-annonce TN,2586716,8.307692307692308,"Tunisie,Ben arous,El Mourouj,Bir El Kassaa"
Ariana,320000.0,124.0,V,Jumia TN,L-TN-00149887,2580.6451612903224,"La Soukra, La Soukra, Ariana"
Ariana,550.0,85.0,L,Tunisie-annonce TN,2831162,6.470588235294118,"Tunisie,Ariana,La Soukra,Dar Fadhal"
Ariana,198170.0,111.0,V,Jumia TN,L-TN-00152738,1785.3153153153153,"borj louzir, Borj Louzir, La Soukra, Ariana"
Ben arous,650.0,100.0,L,Tunisie-annonce TN,2831155,6.5,"Tunisie,Ben arous,El Mourouj,El Mourouj"
Sousse,260000.0,137.0,V,Jumia TN,L-TN-00150568,1897.8102189781023,"Rue Hassen Ben Said 4051 khezema ouest sousse. prés de librairie SIAB, Sahloul, Sousse, Sousse"
Ben arous,800.0,138.0,L,Tunisie-annonce TN,2730352,5.797101449275362,"Tunisie,Ben arous,Bou Mhel El Bassatine,Bou Mhel"
Ariana,308000.0,145.0,V,Jumia TN,L-TN-00132420,2124.137931034483,"Cité Ennasr, Cité Ennasr, Ariana"
Ben arous,800.0,138.0,L,Tunisie-annonce TN,2818604,5.797101449275362,"Tunisie,Ben arous,Bou Mhel El Bassatine,Bou Mhel"
Banlieue Nord,4000.0,250.0,L,Tunisie-annonce TN,2813805,16.0,"Tunisie,Tunis,Ain Zaghouan,Jardins de Carthage"
Ariana,340500.0,159.0,V,Jumia TN,L-TN-00150569,2141.509433962264,"Cité el Ghazela, Cité ghazela, Ariana"
Ariana,3000.0,250.0,L,Tunisie-annonce TN,2753644,12.0,"Tunisie,Tunis,El Menzah,Mutuelle Ville"
Banlieue Nord,300.0,112.0,V,Jumia TN,L-TN-00134221,2.6785714285714284,"Les Jardins de Carthage, Tunis et Banlieue Nord"
Ariana,850.0,160.0,L,Tunisie-annonce TN,2819912,5.3125,"Tunisie,Ariana,Ariana Ville,El Menzah 8"
Jendouba,100.0,50.0,L,Tunisie-annonce TN,2050720,2.0,"Tunisie,Jendouba,Tabarka,Cite Eddachra"
Nabeul,320000.0,149.0,V,Jumia TN,L-TN-00145142,2147.6510067114095,"nabeul- afh2, fah2 Nabeul., Nabeul, Nabeul"
Banlieue Nord,880000.0,271.0,V,Jumia TN,L-TN-00154111,3247.2324723247234,"28 avenue Habib Bourguiba la Marsa, Les Berges Du Lac 2, Les Berges Du Lac, Tunis et Banlieue Nord"
Ariana,340000.0,145.0,V,Jumia TN,L-TN-00123930,2344.8275862068967,"Chotrana 1, La Soukra, Ariana"
Banlieue Nord,210000.0,69.0,V,Jumia TN,L-TN-00148679,3043.478260869565,"Ain Zaghouan, AIN Zaghouan, Tunis et Banlieue Nord"
Nabeul,158519.0,65.0,V,Jumia TN,L-TN-00163769,2438.753846153846,"Nabeul, Nabeul, Nabeul"
Banlieue Nord,180000.0,100.0,V,Jumia TN,L-TN-00102426,1800.0,"Rades, Rades, Tunis et Banlieue Nord"
Jendouba,1500.0,160.0,L,Tunisie-annonce TN,2474926,9.375,"Tunisie,Jendouba,Tabarka,Cite Eddachra"
Ariana,250000.0,105.0,V,Jumia TN,L-TN-00154210,2380.9523809523807,"Nkhilette, Ariana, Ariana, Ariana"
Bizerte,600.0,100.0,L,Tunisie-annonce TN,2634908,6.0,"Tunisie,Bizerte,Bizerte Nord,Bizerte"
Ariana,750.0,90.0,L,Tunisie-annonce TN,2831135,8.333333333333334,"Tunisie,Ariana,Ariana Ville,Ariana"
Ariana,108000.0,60.0,V,Jumia TN,L-TN-00161302,1800.0,"Chotrana 1, Chotrana 1, Ariana"
Ariana,800.0,95.0,L,Tunisie-annonce TN,2831133,8.421052631578947,"Tunisie,Ariana,Ariana Ville,Cite Ennasr 1"
Les Berges du Lac,3000.0,76.0,V,Jumia TN,L-TN-00125998,39.473684210526315,"Les Berges du Lac 2, Les Berges Du Lac, Tunis et Banlieue Nord"
Ariana,900.0,168.0,L,Tunisie-annonce TN,2816183,5.357142857142857,"Tunisie,Ariana,Ariana Ville,Cite Ennasr 2"
Banlieue Nord,2000.0,180.0,L,Tunisie-annonce TN,2771511,11.11111111111111,"Tunisie,Tunis,Carthage,Sidi Bousaid"
Banlieue Nord,400000.0,152.0,V,Jumia TN,L-TN-00150373,2631.5789473684213,"Lotissement les Résidences Du Parc, Les Jardins de Carthage, Les Jardins de Carthage, Tunis et Banlieue Nord"
Ariana,1000.0,245.0,L,Tunisie-annonce TN,2831132,4.081632653061225,"Tunisie,Ariana,Ariana Ville,Riadh Landlous"
Ariana,250000.0,104.0,V,Jumia TN,L-TN-00149250,2403.846153846154,"à Cité Nkhilette Ariana, Ariana, Ariana, Ariana"
Ben arous,600.0,128.0,L,Tunisie-annonce TN,2831015,4.6875,"Tunisie,Ben arous,Ezzahra,Ezzahra"
Nabeul,145000.0,90.0,V,Jumia TN,L-TN-00161512,1611.111111111111,"Hammamet Sud, Hammamet, Nabeul"
Ariana,850.0,157.0,L,Tunisie-annonce TN,2831129,5.414012738853503,"Tunisie,Ariana,Ariana Ville,Ariana"
Ariana,170000.0,147.0,V,Jumia TN,L-TN-00154417,1156.4625850340135,"Nkhilette, Ariana, Ariana, Ariana"
Nabeul,350000.0,124.0,V,Jumia TN,L-TN-00161769,2822.5806451612902,"Nabeul, Nabeul"
Ariana,1300.0,150.0,L,Tunisie-annonce TN,2822346,8.666666666666666,"Tunisie,Ariana,La Soukra,La Soukra"
Ariana,700.0,120.0,L,Tunisie-annonce TN,2830106,5.833333333333333,"Tunisie,Ariana,Ariana Ville,Cite Ennasr 2"
Ariana,1500.0,150.0,L,Tunisie-annonce TN,2827716,10.0,"Tunisie,Ariana,La Soukra,La Soukra"
Ariana,850.0,125.0,L,Tunisie-annonce TN,2831120,6.8,"Tunisie,Ariana,Ariana Ville,El Menzah 7"
Jendouba,490.0,40.0,L,Tunisie-annonce TN,2831154,12.25,"Tunisie,Jendouba,Tabarka,Tabarka"
Ariana,175000.0,60.0,V,Jumia TN,L-TN-00104851,2916.6666666666665,"Jardins d'el Menzah, Mnihla, Ariana"
Banlieue Nord,2000.0,250.0,L,Tunisie-annonce TN,2773826,8.0,"Tunisie,Tunis,La Marsa,Gammart"
Ariana,260000.0,200.0,V,Jumia TN,L-TN-00153998,1300.0,"Ariana, Ariana"
Banlieue Nord,2400.0,63.0,L,Tunisie-annonce TN,2805138,38.095238095238095,"Tunisie,Tunis,La Marsa,Berge Du Lac"
Banlieue Nord,2500.0,450.0,L,Tunisie-annonce TN,2561411,5.555555555555555,"Tunisie,Tunis,La Marsa,Marsa Erriadh"
Banlieue Nord,6000.0,900.0,L,Tunisie-annonce TN,2826848,6.666666666666667,"Tunisie,Tunis,Carthage,Carthage"
Banlieue Nord,385000.0,145.0,V,Jumia TN,L-TN-00136418,2655.1724137931033,"Sidi Daoued - La Marsa, Sidi Daoud, La Marsa, Tunis et Banlieue Nord"
Banlieue Nord,340000.0,180.0,V,Jumia TN,L-TN-00154107,1888.888888888889,"28 avenue Habib Bourguiba la Marsa, La Soukra, La Soukra, Ariana"
Ariana,159000.0,70.0,V,Jumia TN,L-TN-00155172,2271.4285714285716,"La Soukra, La Soukra, Ariana"
Les Berges du Lac,800000.0,272.0,V,Jumia TN,L-TN-00134307,2941.176470588235,"Les Berges Du Lac 2, Les Berges Du Lac, Tunis et Banlieue Nord"
Sousse,340000.0,230.0,V,Jumia TN,L-TN-00138642,1478.2608695652175,"Rue Hassen Ben Said 4051 khezema ouest sousse. prés de librairie SIAB, Hergla, Hergla, Sousse"
Sousse,270000.0,128.0,V,Jumia TN,L-TN-00122318,2109.375,"cité de la plage, Cité de la Plage, Hammam Sousse, Sousse"
