Extraction_date,Marketplace,Reference,Status,Category,Name,Address,Size,Size_prefix,Nbr_of_rooms,Nbr_of_baths,Price,Description,URL
2018-09-03T12:38:11,Jumia TN,L-TN-00120443,A vendre,Appartements,Un Coquet Appartement À Vendre À Kantaoui Maison De Jardin,"El Kantaoui, Hammam Sousse, Sousse",47,m²,1.0,1.0,190000.0,"A vendre à Kantaoui - Maisons de jardin vu sur la fontaine, un bel appartement situé au 1er étage, d’une superficie de 47 m2 comprenant : Un salon, une chambre à coucher, salle de bains, kitchenette, une terrasse.",https://house.jumia.com.tn/un-coquet-appartement-a-vendre-a-kantaoui-maison-de-jardin-120443-29.html?page=32&size=30&category=22&attribute_option=offer_type%3Abuy&dir=desc
2018-09-03T12:38:09,Jumia TN,L-TN-00136384,A vendre,Appartements,Direct Promoteur Soukra,"chotrana 1, La Soukra, Tunis et Banlieue Nord",100,m²,3.0,1.0,282350.0,"promoteur vente des appartements  s+1 /s+2 s+/3 au rdc et 1er étage et 2 éme étage avec terrasse ou des jardins  superficies disponible les s+1 : entre 62.1et 70.6  m2 les s+2 entre 108 m2 et 111.5 m2  les  s+3 136.8 m2 et 139.6 m2   description s+2 :110 m2   ce deux pièces est situé au  RDC  un d'un immeuble en R+2 ,l’entrée dessert un salon revêtu de marbre cette dernière ouvre sur un jardin de 24.5 m2  .la cuisine est aménagée avec des espaces de rangements et totalement equipée .elle donne sur un séchoir. la partie nuit loge deux  chambres  à coucher qui disposent son propre derssing et  d'une salle de bain commune . équipements chauffage et climatiseur central orientation sud-est séchoir  dressing  toutes en marbre  bois freine videophone  double ascenseurs place parking au sous-sol a 15000 dinar",https://house.jumia.com.tn/direct-promoteur-soukra-136384-29.html?page=32&size=30&category=22&attribute_option=offer_type%3Abuy&dir=desc
2018-09-03T12:38:05,Jumia TN,L-TN-00171988,A vendre,Appartements,S+3 De 140 M² À La Soukra [Cloner],"La Soukra, La Soukra, Ariana",140,m²,3.0,1.0,299000.0,"A proximité immédiate des commerces et des transports et dans un immeuble gardé de deux niveaux uniquement, on trouve cet appartement qui occupe le premier étage. La porte d’entrée donne sur un salon revêtu en marbre blanc, cette pièce est agréable à vivre grâce à son accès à un balcon. La cuisine est agencée et complétée par un séchoir. La partie nuit se compose de deux chambres à coucher qui se partagent une salle de bain. Elles sont équipées de dressing chacune. La suite parentale jouit de sa propre salle de douche. Une place de parking est disponible au sous-sol.",https://house.jumia.com.tn/s3-de-140-m-a-la-soukra-cloner-171988-29.html?page=32&size=30&category=22&attribute_option=offer_type%3Abuy&dir=desc
2018-09-03T12:38:03,Jumia TN,L-TN-00150511,A vendre,Appartements,A Vendre Un Appartement (S+3) A4.2 A Essadaka Ix,"Cité el Ghazela, Cité ghazela, Ariana",144,m²,3.0,1.0,293000.0,"Ce projet est financé par l'AMEN BANK qui offre la possibilitée d'octroit de l'accord de crédit dans 24 Heures et ceux grace au Crédit Expresse .  La société immobilier Essadaka met à la vente (S+3) d'une superficie de 144m2 ,dont la remise de clé est immédiate ,la résidence est situer sur la route de Bizerte coté Riadh Andalos et cité la Gazelle ,l'entré de cet appartement donne sur un hall qui desert à droite  le salon est en marbre blanc avec balcon , à gauche  une cuisine avec séchoir equipée et aménagée d'une haute et plaque et une salle d'eau en grés de 1er choix, ,et  la partie nuit contient un dressing ,  3 chambres à coucher dont une est équipées  d'un dressing , une salle de bain.",https://house.jumia.com.tn/a-vendre-un-appartement-s3-a42-a-essadaka-ix-150511-29.html?page=32&size=30&category=22&attribute_option=offer_type%3Abuy&dir=desc
2018-09-03T12:38:01,Jumia TN,L-TN-00145152,A vendre,Appartements,Appartement Soula,"nabeul, nabeul Nabeul., Nabeul, Nabeul",75,m²,2.0,1.0,185000.0,"Notre agence Beya Immobilière Cap bon met en vente un appartement avec son meuble et avec titre bleu individuel vue de mer à Nabeul à 50m de la plage (Réf : VAB269). L’appartement est composé d’un salon avec un balcon vu directe sur la plage, une chambre à coucher avec balcons vue de mer, une deuxième chambre à coucher, une cuisine avec séchoir et une salle de bain. Equipements : chauffage centrale et trois climatiseur, deux places parking, et un cellier, sol marbré. Le prix demandé est de 185MDT à discuter. Nos agents sont à votre disposition pour toutes informations et conseils nécessaires afin de disposer du bien. .",https://house.jumia.com.tn/appartement-soula-145152-29.html?page=32&size=30&category=22&attribute_option=offer_type%3Abuy&dir=desc
2018-09-03T12:38:00,Jumia TN,L-TN-00162445,A vendre,Appartements,A Vendre Un Duplex S3 À La Marsa,"La Marsa, La Marsa, Tunis et Banlieue Nord",150,m²,3.0,2.0,450000.0,"On met pour la vente un joli duplex qui occupe le rez-de-chaussée d'une petite résidence gardée et bien entretenue. La partie jour comprend un grand et lumineux salon, salle à manger,un séjour, une cuisine qui donne sur un  séchoir  et une salle d'eau pour les invités. A l'étage, on retrouve une suite parentale avec dressing  et deux chambres à coucher dont une avec dressing partageant une salle de bain . Une place de parking est disponible.",https://house.jumia.com.tn/a-vendre-un-duplex-s3-a-la-marsa-162445-28.html?page=32&size=30&category=22&attribute_option=offer_type%3Abuy&dir=desc
2018-09-03T12:37:58,Jumia TN,L-TN-00122911,A vendre,Appartements,Zone Extension Gammarth Grand S+3 Vue Panoramique Sur La Mer Residence Grand Luxe Directe A La Plage,"Gammarth, Gammarth, Gammarth, Tunis et Banlieue Nord",,m²,1.0,1.0,866633.0,"Appartements S+3 de 191.50 m2 situé au 3 éme étage avec ascenseur semi privé, prix de vente actuel de 709 400 TND HT et frais de vente. Offre avec discount direct sur toute réservation avant le Le discount vous sera accordé lors de votre visite sur place Les S3 sont vendus équipés, agencés, semi meublés et semi aménagés avec place de parking souterrain sécurisé ainsi qu'avec un package full services et commodités. Les appartements 3 chambres, sont composés d'un hall, salon salle à manger, de trois chambres à coucher équipées d'un dressing, dont une chambre parentale avec grand dressing et une salle de bain avec une douche à l'italienne. Vous trouverez également, une cuisine pratique, moderne, toute équipée et agencée, d'une deuxième salle de bain, une avec baignoire Jacob Delafon Paris, d'un grand espace séchoir. Cet appartement est équipé d'une grande terrasse couvert de type balcon bénéficiant d'une vue superbe et sans vis à vis sur la mer Méditerranée. Standing, confort, nombreuses commodités et facilités, zone d'avenir, sécurité active 24 h sur 24 et 7 jours sur 7. Accès facile, plage privée, nombreuses commodités",https://house.jumia.com.tn/zone-extension-gammarth-grand-s3-vue-panoramique-sur-la-mer-residence-grand-luxe-directe-a-la-plage-122911-29.html?page=33&size=30&category=22&attribute_option=offer_type%3Abuy&dir=desc
2018-09-03T12:37:41,Jumia TN,L-TN-00142825,A vendre,Appartements,Apartment A Buy,"Gammarth, Gammarth, Tunis et Banlieue Nord",1,m²,1.0,,295000.0,apartment a Buy,https://house.jumia.com.tn/apartment-a-buy-142825-29.html?page=33&size=30&category=22&attribute_option=offer_type%3Abuy&dir=desc
2018-09-03T12:37:38,Jumia TN,L-TN-00106997,A vendre,Appartements,A Vendre Un S+4 Avec Grande Terrasse Au Lac 2,"Les Berges du Lac, Les Berges du Lac0, Les Berges Du Lac, Tunis et Banlieue Nord",2,m²,1.0,,950000.0,"A vendre un S+4 de très haut standing avec grande terrasse situé au dernier étage d'une petite résidence(R+3). il est composé d'un spacieux salon,un séjour avec baies vitrées donnant sur une grande terrasse,une cuisine semi-équipée,une salle d'eau pour invités,2 chambres à coucher,salle de bain et une suite parentale avec salle de douche privative. l'appartement est équipé de climatisation et chauffage central. place parking à 20,000d/p",https://house.jumia.com.tn/a-vendre-un-s4-avec-grande-terrasse-au-lac-2-106997-29.html?page=33&size=30&category=22&attribute_option=offer_type%3Abuy&dir=desc
2018-09-03T12:37:35,Jumia TN,L-TN-00150659,A vendre,Appartements,Spacieux S+3 À La Nouvelle Medina 3,"Nouvelle Médina III, Nouvelle Medina, Ben Arous - Tunis Sud",143,m²,3.0,2.0,0.0,"A vendre un appartement S+3 (C.3.5). L'entrée de chaque appartement dessert un grand salon lumineux tapissé en marbre thala royal, l'espace peut permettre de placer un salon et une salle à manger. La cuisine est fonctionnelle et complétée par un séchoir. Une salle d'eau pour les invités et une salle de bain. Trois chambres à coucher.",https://house.jumia.com.tn/spacieux-s3-a-la-nouvelle-medina-3-150659-29.html?page=33&size=30&category=22&attribute_option=offer_type%3Abuy&dir=desc
2018-09-03T12:37:34,Jumia TN,L-TN-00151150,A vendre,Appartements,S+2 Pieds Dans L'Eau,"Hergla, Hergla, Sousse",,m²,1.0,1.0,1000.0,"Découvrez ce bel appartement de type S+2 situé à Hergla , dans une résidence avec piscine pieds dans l'eau . Situé au troisième étage d'un petit immeuble de 4 étages , résidence avec ascenseurs . Appartement totalement meublé , composé d'un grand salon , de deux chambres couché , une cuisine équipé et une cabine de douche . Le tout équipé de chauffage central et de climatisation dans chaque pièce . Emplacement calme , face à la mer",https://house.jumia.com.tn/s2-pieds-dans-leau-151150-29.html?page=33&size=30&category=22&attribute_option=offer_type%3Abuy&dir=desc
