Country,Price,Size,Status,Marketplace,Reference,Moy_prix_by_size,Address
Banlieue Nord,700000.0,150.0,V,Jumia TN,L-TN-00126470,4666.666666666667,"Gammarth, Gammarth, Tunis et Banlieue Nord"
Banlieue Nord,262661.0,167.0,V,Jumia TN,L-TN-00154346,1572.820359281437,"bhar lazrek, La Marsa, La Marsa, Tunis et Banlieue Nord"
Sousse,113000.0,63.0,V,Tayara TN,0009bad4-3b43-4d30-8e84-ff5014621bbe,1793.6507936507937,"Sousse, Hammam Sousse"
Nabeul,250.0,600.0,L,Tunisie-annonce TN,2856611,0.4166666666666667,"Tunisie,Nabeul,Hammamet,Hammamet"
Nabeul,395.0,400.0,L,Tunisie-annonce TN,2856632,0.9875,"Tunisie,Nabeul,Hammamet,Hammamet"
Ariana,159000.0,70.0,V,Jumia TN,L-TN-00154311,2271.4285714285716,"Chotrana 1, La Soukra, Ariana"
Bizerte,430.0,150.0,L,Tunisie-annonce TN,2860958,2.8666666666666667,"Tunisie,Bizerte,Bizerte Nord,Cite El Korniche 2"
Sousse,190000.0,116.0,V,Jumia TN,L-TN-00135007,1637.9310344827586,"Rue Hassen Ben Said 4051 khezema ouest sousse. prés de librairie SIAB, Sousse Jaouhara, Sousse"
Nabeul,240000.0,100.0,V,Jumia TN,L-TN-00164656,2400.0,"AGENCE GHALLEB HAMMAMET, Hammamet Nord, Hammamet, Nabeul"
Bizerte,500.0,90.0,L,Tunisie-annonce TN,2527976,5.555555555555555,"Tunisie,Bizerte,Bizerte Nord,Bizerte"
Sousse,750.0,65.0,L,Tayara TN,f307486d-32cb-41bc-b9ae-efbf72c7769c,11.538461538461538,"Sousse, Sousse Médina"
Banlieue Nord,977000.0,355.0,V,Jumia TN,L-TN-00105938,2752.112676056338,"Les Jardins de Carthage, Les Jardins de Carthage, Tunis et Banlieue Nord"
Les Berges du Lac,690000.0,2.0,V,Jumia TN,L-TN-00067080,345000.0,"Les Berges du Lac, Les Berges du Lac0, Les Berges Du Lac, Tunis et Banlieue Nord"
Ariana,258000.0,136.0,V,Jumia TN,L-TN-00104846,1897.0588235294117,"Jardins d'el Menzah, Mnihla, Ariana"
Ben arous,240.0,50.0,L,Tunisie-annonce TN,2846462,4.8,"Tunisie,Ben arous,Ben Arous,Ben Arous"
Ariana,2500.0,228.0,V,Jumia TN,L-TN-00148306,10.964912280701755,"chotrana, Chotrana 1, Chotrana 1, Ariana"
Ariana,850.0,90.0,L,Tunisie-annonce TN,2861977,9.444444444444445,"Tunisie,Ariana,La Soukra,La Soukra"
Les Berges du Lac,280000.0,2.0,V,Jumia TN,L-TN-00131989,140000.0,"Les Berges du Lac, Les Berges Du Lac, Tunis et Banlieue Nord"
Banlieue Nord,2000.0,85.0,L,Tunisie-annonce TN,2851319,23.529411764705884,"Tunisie,Tunis,La Marsa,Marsa Safsaf"
Ariana,750.0,110.0,L,Tayara TN,6caeefbe-3b55-4e0b-96a3-11c4278acac8,6.818181818181818,"Tunis, L'aouina"
Banlieue Nord,2000.0,82.0,L,Tunisie-annonce TN,2852415,24.390243902439025,"Tunisie,Tunis,La Marsa,Marsa Safsaf"
Nabeul,300000.0,120.0,V,Jumia TN,L-TN-00099279,2500.0,"Yasmine Hammamet, Hammamet, Nabeul"
Tunis,400.0,20.0,L,Tunisie-annonce TN,2861976,20.0,"Tunisie,Tunis,Bab Bhar,Montplaisir"
Mannouba,300.0,60.0,L,Tunisie-annonce TN,2861975,5.0,"Tunisie,Manouba,Mannouba,La Mannouba"
Banlieue Nord,406000.0,170.0,V,Jumia TN,L-TN-00158078,2388.235294117647,"El Menzah 9, El Menzah 9, Tunis et Banlieue Nord"
Ariana,650.0,90.0,L,Tayara TN,400a04af-487a-4953-8be5-f99c7d494788,7.222222222222222,"Ariana, Borj Louzir"
Ariana,900.0,100.0,L,Tunisie-annonce TN,2858197,9.0,"Tunisie,Tunis,El Menzah,El Menzah 9"
Sousse,700000.0,250.0,V,Jumia TN,L-TN-00113371,2800.0,"Khezama, Khezama, Sousse"
Nabeul,98000.0,80.0,V,Jumia TN,L-TN-00143402,1225.0,"Hammamet, Hammamet, Nabeul"
Ariana,1100.0,230.0,L,Tunisie-annonce TN,2860941,4.782608695652174,"Tunisie,Ariana,Ariana Ville,Cite Ennasr 2"
Ariana,260000.0,130.0,V,Jumia TN,L-TN-00113935,2000.0,"Cité Ennasr, Cité Ennasr, Ariana"
Ariana,2000.0,400.0,L,Tunisie-annonce TN,2860849,5.0,"Tunisie,Tunis,El Menzah,Mutuelle Ville"
Cite el khadra,3500.0,151.0,L,Tunisie-annonce TN,2851283,23.178807947019866,"Tunisie,Tunis,Cite El Khadra,Zone urbaine nord"
Tunis,900.0,60.0,L,Tunisie-annonce TN,2838037,15.0,"Tunisie,Tunis,Bab Bhar,Bab Bhar"
Mahdia,220.0,20.0,L,Tunisie-annonce TN,2843112,11.0,"Tunisie,Mahdia,Mahdia,Mahdia"
Tunis,750.0,120.0,L,Tunisie-annonce TN,2840154,6.25,"Tunisie,Tunis,Bab Bhar,Bab Bhar"
Sousse,165000.0,70.0,V,Tayara TN,2064941d-97ed-4596-af3b-54208e8b1fb7,2357.1428571428573,"Sousse, Sahloul"
Banlieue Nord,270.0,149.0,L,Tunisie-annonce TN,2861957,1.8120805369127517,"Tunisie,Tunis,Ain Zaghouan,Jardins de Carthage"
Ariana,900.0,120.0,L,Tunisie-annonce TN,2788855,7.5,"Tunisie,Ariana,Ariana Ville,El Menzah 7"
Nabeul,270.0,140.0,L,Tayara TN,06829107-527a-4ace-810d-9dc0bbc251ea,1.9285714285714286,"Nabeul, Nabeul"
Ben arous,185000.0,118.0,V,Jumia TN,L-TN-00124806,1567.7966101694915,"Ezzahra, Ezzahra, Ben Arous - Tunis Sud"
Banlieue Nord,240.0,128.0,L,Tunisie-annonce TN,2861959,1.875,"Tunisie,Tunis,Ain Zaghouan,Jardins de Carthage"
Banlieue Nord,190000.0,107.0,V,Jumia TN,L-TN-00131060,1775.7009345794393,"Avenu monji slim, Aouina, Aouina, Tunis et Banlieue Nord"
Banlieue Nord,240.0,128.0,L,Tunisie-annonce TN,2861960,1.875,"Tunisie,Tunis,Ain Zaghouan,Jardins de Carthage"
Nabeul,600.0,105.0,L,Tunisie-annonce TN,2846693,5.714285714285714,"Tunisie,Nabeul,Soliman,Soliman"
Ariana,600000.0,310.0,V,Jumia TN,L-TN-00153779,1935.483870967742,"Chotrana 2, Chotrana 1, Ariana"
Banlieue Nord,270000.0,147.0,V,Jumia TN,L-TN-00170574,1836.734693877551,"Ennasr 2, ENNASR 2, ENNASR 2, Tunis et Banlieue Nord"
Mahdia,450.0,89.0,L,Tayara TN,b57f2dca-9700-44de-b36f-b4f2fa22cc40,5.056179775280899,"Mahdia, Mahdia"
Ariana,1400.0,120.0,L,Tunisie-annonce TN,2738272,11.666666666666666,"Tunisie,Ariana,Ariana Ville,El Menzah 7"
Ben arous,430.0,65.0,L,Tunisie-annonce TN,2855551,6.615384615384615,"Tunisie,Ben arous,Nouvelle Medina,Nouvelle Medina"
Sousse,152550.0,100.0,V,Jumia TN,L-TN-00150440,1525.5,"Hergla, Hergla, Sousse"
Ben arous,80000.0,80.0,V,Jumia TN,L-TN-00127076,1000.0,"Hammam Lif, Hammam Lif, Ben Arous - Tunis Sud"
Mannouba,570.0,85.0,L,Tunisie-annonce TN,2811339,6.705882352941177,"Tunisie,Manouba,Mannouba,La Mannouba"
Ariana,155000.0,90.0,V,Jumia TN,L-TN-00114681,1722.2222222222222,"El Menzah 7, El Menzah, Ariana"
Banlieue Nord,468000.0,234.0,V,Jumia TN,L-TN-00087993,2000.0,"El Menzah 9, El Menzah 9, Tunis et Banlieue Nord"
Les Berges du Lac,650000.0,230.0,V,Jumia TN,L-TN-00120699,2826.086956521739,"Les Berges Du Lac 2, Les Berges Du Lac, Tunis et Banlieue Nord"
Sousse,700.0,100.0,L,Tunisie-annonce TN,2860741,7.0,"Tunisie,Sousse,Sousse Ville,Sousse"
Banlieue Nord,1600.0,2.0,V,Jumia TN,L-TN-00134364,800.0,"La Marsa, La Marsa, Tunis et Banlieue Nord"
Ariana,1150.0,100.0,L,Tunisie-annonce TN,2848974,11.5,"Tunisie,Ariana,Ariana Ville,Cite Ennasr 1"
Tunis,100.0,120.0,L,Tayara TN,b79681f5-1da2-41e5-91d3-133d1889e082,0.8333333333333334,"Tunis, Sidi Daoud"
Ariana,2000.0,140.0,L,Tunisie-annonce TN,2402172,14.285714285714286,"Tunisie,Ariana,Ariana Ville,El Menzah 6"
Nabeul,250000.0,130.0,V,Jumia TN,L-TN-00155817,1923.076923076923,"Hammamet, Hammamet, Nabeul"
Ben arous,75000.0,82.0,V,Jumia TN,L-TN-00114706,914.6341463414634,"Ben Arous, Ben Arous, Ben Arous - Tunis Sud"
Ariana,317000.0,121.0,V,Jumia TN,L-TN-00129064,2619.8347107438017,"Cité Ennasr, Cité Ennasr, Ariana"
Ben arous,530.0,100.0,L,Tunisie-annonce TN,2859384,5.3,"Tunisie,Ben arous,El Mourouj,El Mourouj"
Ariana,6500.0,570.0,L,Tunisie-annonce TN,2829704,11.403508771929825,"Tunisie,Ariana,Ariana Ville,Cite Ennasr 2"
Banlieue Nord,420000.0,150.0,V,Jumia TN,L-TN-00146983,2800.0,"Les Jardins de Carthage, Tunis et Banlieue Nord"
Banlieue Nord,4000.0,280.0,L,Tunisie-annonce TN,2827140,14.285714285714286,"Tunisie,Tunis,La Marsa,Berge Du Lac"
Sousse,222750.0,135.0,V,Jumia TN,L-TN-00139600,1650.0,"Rue Yasser arafet Résidence Wiem, Sahloul, Sousse"
Sousse,198000.0,124.0,V,Jumia TN,L-TN-00155377,1596.774193548387,"Rue Hassen Ben Said 4051 khezema ouest sousse., Bouhssina, Sousse, Sousse"
Banlieue Nord,1700.0,110.0,L,Tunisie-annonce TN,2747474,15.454545454545455,"Tunisie,Tunis,La Marsa,Berge Du Lac"
Ariana,183000.0,147.0,V,Jumia TN,L-TN-00151014,1244.8979591836735,"Nkhilette, Ariana, Ariana, Ariana"
Ben arous,650.0,107.0,L,Tunisie-annonce TN,2833241,6.074766355140187,"Tunisie,Ben arous,Ben Arous,Ben Arous"
Banlieue Nord,405000.0,153.0,V,Jumia TN,L-TN-00152615,2647.0588235294117,"Cité les Résidence du Parc, Les Jardins de Carthage, Les Jardins de Carthage, Les Jardins de Carthage, Les Jardins de Carthage, Les Jardins de Carthage, Tunis et Banlieue Nord"
Les Berges du Lac,550000.0,2.0,V,Jumia TN,L-TN-00067764,275000.0,"Les Berges du Lac, Les Berges du Lac0, Les Berges Du Lac, Tunis et Banlieue Nord"
Ben arous,400.0,95.0,L,Tunisie-annonce TN,2847836,4.2105263157894735,"Tunisie,Ben arous,El Mourouj,El Mourouj"
Banlieue Nord,280000.0,120.0,V,Jumia TN,L-TN-00173136,2333.3333333333335,"Ain Zaghouan Nord, AIN Zaghouan, Tunis et Banlieue Nord"
Bardo,380.0,50.0,L,Tunisie-annonce TN,2848776,7.6,"Tunisie,Tunis,Le Bardo,Le Bardo"
Ben arous,550.0,60.0,L,Tayara TN,87407987-c4e4-41e1-af37-0afa474693b9,9.166666666666666,"Ben arous, Radès"
Banlieue Nord,650.0,85.0,L,Tunisie-annonce TN,2846214,7.647058823529412,"Tunisie,Tunis,La Marsa,Cite Afh"
Nabeul,200000.0,110.0,V,Jumia TN,L-TN-00165319,1818.1818181818182,"Beni Khiar, Beni Khiar, Nabeul"
Ben arous,600.0,140.0,L,Tunisie-annonce TN,2825738,4.285714285714286,"Tunisie,Ben arous,El Mourouj,El Mourouj"
Banlieue Nord,350000.0,130.0,V,Jumia TN,L-TN-00127070,2692.3076923076924,"La Marsa, La Marsa, Tunis et Banlieue Nord"
Ariana,100.0,130.0,L,Tunisie-annonce TN,896412,0.7692307692307693,"Tunisie,Ariana,Ariana Ville,Cite Ennasr 2"
Ariana,120.0,200.0,L,Tunisie-annonce TN,1069449,0.6,"Tunisie,Ariana,Ariana Ville,Cite Ennasr 2"
Banlieue Nord,300000.0,90.0,V,Jumia TN,L-TN-00089142,3333.3333333333335,"La Marsa, La Marsa, Tunis et Banlieue Nord"
Bardo,138.0,80.0,L,Tunisie-annonce TN,2856003,1.725,"Tunisie,Tunis,Le Bardo,Le Bardo"
Sousse,200000.0,110.0,V,Jumia TN,L-TN-00153631,1818.1818181818182,"Cité de la Plage, Hammam Sousse, Sousse"
Banlieue Nord,410000.0,200.0,V,Jumia TN,L-TN-00126531,2050.0,"ENNASR 2, ENNASR 2, Tunis et Banlieue Nord"
Nabeul,500.0,200.0,L,Tunisie-annonce TN,2822505,2.5,"Tunisie,Nabeul,Kelibia,Kelibia"
Ariana,89000.0,53.0,V,Jumia TN,L-TN-00154152,1679.245283018868,"Ariana, Ariana, Ariana"
Banlieue Nord,750.0,110.0,L,Tayara TN,8446fb7e-5ebb-4a9a-9bc3-5dd25ec5d481,6.818181818181818,"Tunis, La Goulette"
Sousse,210000.0,108.0,V,Jumia TN,L-TN-00166500,1944.4444444444443,"Rue victor hugo en face recette de finance B1, Sousse, Sousse, Sousse"
Nabeul,125000.0,120.0,V,Jumia TN,L-TN-00165389,1041.6666666666667,"Hammamet, Hammamet, Nabeul"
Ben arous,500.0,85.0,L,Tunisie-annonce TN,2862001,5.882352941176471,"Tunisie,Ben arous,El Mourouj,El Mourouj"
Banlieue Nord,1250.0,100.0,L,Tunisie-annonce TN,2826087,12.5,"Tunisie,Tunis,La Marsa,El Aouina"
Sousse,1200.0,118.0,L,Tunisie-annonce TN,2264414,10.169491525423728,"Tunisie,Sousse,Hammam Sousse,Hammam Sousse"
Banlieue Nord,177000.0,90.0,V,Jumia TN,L-TN-00163539,1966.6666666666667,"AIN Zagouan, AIN Zaghouan, Tunis et Banlieue Nord"
Monastir,620.0,90.0,L,Tunisie-annonce TN,2840472,6.888888888888889,"Tunisie,Monastir,Monastir,Monastir"
Sfax,155.0,119.0,V,Tayara TN,eaded049-01c0-4291-873e-779590b5f724,1.3025210084033614,"Sfax, Sfax"
Ariana,196610.0,110.0,V,Jumia TN,L-TN-00153124,1787.3636363636363,"Chotrana, Ariana, Ariana, Ariana"
Tunis,5900.0,65.0,L,Tunisie-annonce TN,2854853,90.76923076923077,"Tunisie,Tunis,Ain Zaghouan,Ain Zaghouan"
Ben arous,250000.0,158.0,V,Jumia TN,L-TN-00147191,1582.2784810126582,"Ezzahra, Ben Arous - Tunis Sud"
Sousse,190000.0,116.0,V,Jumia TN,L-TN-00166520,1637.9310344827586,"Rue Hassen Ben Said 4051 khezema ouest sousse., Bouhssina, Sousse, Sousse"
Ariana,610.0,90.0,L,Tunisie-annonce TN,2837701,6.777777777777778,"Tunisie,Ariana,La Soukra,Borj Louzir"
Sousse,280000.0,60.0,V,Jumia TN,L-TN-00115355,4666.666666666667,"Hergla, Hergla, Sousse"
Nabeul,220000.0,100.0,V,Jumia TN,L-TN-00120330,2200.0,"Hammamet Nord, Hammamet, Nabeul"
Ariana,11000.0,9062.0,L,Tunisie-annonce TN,2802553,1.2138600750386228,"Tunisie,Ariana,La Soukra,La Soukra"
Nabeul,145000.0,58.0,V,Jumia TN,L-TN-00163767,2500.0,"Nabeul, Nabeul, Nabeul"
Banlieue Nord,2200.0,52.0,L,Tunisie-annonce TN,2753783,42.30769230769231,"Tunisie,Tunis,La Marsa,Berge Du Lac"
Sousse,950.0,160.0,V,Jumia TN,L-TN-00115412,5.9375,"khezama est, Khezama, Khezama, Sousse"
Ariana,700.0,100.0,L,Tunisie-annonce TN,1893764,7.0,"Tunisie,Ariana,Ariana Ville,Ariana"
Sousse,380000.0,150.0,V,Jumia TN,L-TN-00105952,2533.3333333333335,"près hôtel Sousse palace, Sousse, Sousse, Sousse"
Ariana,60.0,61.0,L,Tayara TN,3900a9ff-a85c-4183-a91c-fbbd5dd3bd8a,0.9836065573770492,"Tunis, Menzah"
Nabeul,160000.0,67.0,V,Jumia TN,L-TN-00148895,2388.0597014925374,"AFH Mrezga, Cité El Wafa, Nabeul, Nabeul"
Ariana,1260.0,200.0,L,Tunisie-annonce TN,2428013,6.3,"Tunisie,Tunis,El Menzah,El Menzah 9"
Banlieue Nord,350000.0,2.0,V,Jumia TN,L-TN-00067106,175000.0,"Jardins de Carthage, Les Jardins de Carthage, Les Jardins de Carthage, Tunis et Banlieue Nord"
Tunis,300.0,100.0,L,Tunisie-annonce TN,2853579,3.0,"Tunisie,Tataouine,Ghomrassen,Cite Des Oasis"
Ariana,1200.0,150.0,L,Tunisie-annonce TN,1893566,8.0,"Tunisie,Ariana,Ariana Ville,El Menzah 6"
Nabeul,341942.0,149.0,V,Jumia TN,L-TN-00152825,2294.912751677852,"Cité El Mrezga Sur la Route Mc 28 (En Face Clinique les Violettes), Hammamet Nord, Hammamet, Nabeul"
Sousse,260000.0,137.0,V,Jumia TN,L-TN-00150568,1897.8102189781023,"Rue Hassen Ben Said 4051 khezema ouest sousse. prés de librairie SIAB, Sahloul, Sousse, Sousse"
Sousse,450.0,125.0,L,Tunisie-annonce TN,2295751,3.6,"Tunisie,Sousse,Hergla,Hergla"
Ben arous,800.0,150.0,L,Tunisie-annonce TN,2861943,5.333333333333333,"Tunisie,Ben arous,Rades,Cite Rades 2"
Sousse,250000.0,158.0,V,Jumia TN,L-TN-00112958,1582.2784810126582,"Sahloul, Sahloul, Sousse"
Nabeul,125000.0,65.0,V,Jumia TN,L-TN-00155292,1923.076923076923,"Hammamet, Hammamet, Nabeul"
Tunis,450.0,40.0,L,Tayara TN,227f1d1f-1403-4c52-abe7-cb9a9f4f8d29,11.25,"Tunis, El Omrane"
Tunis,450.0,40.0,L,Tunisie-annonce TN,2861804,11.25,"Tunisie,Tunis,El Omrane,El Omrane"
Ben arous,155000.0,100.0,V,Jumia TN,L-TN-00148064,1550.0,"ammam Chat, Hammam Chatt, Ben Arous - Tunis Sud"
Sousse,244000.0,111.0,V,Jumia TN,L-TN-00161860,2198.198198198198,"Rue Hassen Ben Said 4051 khezema ouest sousse., Sahloul, Sousse, Sousse"
Sousse,120000.0,75.0,V,Jumia TN,L-TN-00170211,1600.0,"Hergla, Hergla, Sousse"
Banlieue Nord,110000.0,57.0,V,Jumia TN,L-TN-00171163,1929.8245614035088,"Aouina, Aouina, Aouina, Tunis et Banlieue Nord"
Sfax,95.0,102.0,V,Tayara TN,f0ac5c59-65b3-4711-9053-243f6df5a304,0.9313725490196079,"Sfax, Sfax"
Ariana,1100.0,140.0,L,Tunisie-annonce TN,2815617,7.857142857142857,"Tunisie,Tunis,El Menzah,El Menzah 9"
Sousse,195000.0,90.0,V,Jumia TN,L-TN-00161390,2166.6666666666665,"Chott Meriem, Akouda, Sousse"
Ariana,250000.0,104.0,V,Jumia TN,L-TN-00154880,2403.846153846154,"Nkhilette, Ariana, Ariana, Ariana"
Ariana,225400.0,130.0,V,Jumia TN,L-TN-00149647,1733.8461538461538,"Borj Louzir, La Soukra, Ariana"
Sousse,350.0,46.0,L,Tunisie-annonce TN,2854109,7.608695652173913,"Tunisie,Sousse,Sousse Riadh,Sousse Riadh"
Ariana,700.0,100.0,L,Tayara TN,3cfa19e9-a33c-48b6-aece-2cb368a96b05,7.0,"Ariana, Ghazela"
Mahdia,225000.0,130.0,V,Jumia TN,L-TN-00171022,1730.7692307692307,"Mahdia, Mahdia, Mahdia, Mahdia"
Ben arous,650.0,60.0,L,Tunisie-annonce TN,2813334,10.833333333333334,"Tunisie,Ben arous,Nouvelle Medina,Nouvelle Medina"
Sousse,190000.0,47.0,V,Jumia TN,L-TN-00120443,4042.553191489362,"El Kantaoui, Hammam Sousse, Sousse"
Banlieue Nord,282350.0,100.0,V,Jumia TN,L-TN-00136384,2823.5,"chotrana 1, La Soukra, Tunis et Banlieue Nord"
Ariana,299000.0,140.0,V,Jumia TN,L-TN-00171988,2135.714285714286,"La Soukra, La Soukra, Ariana"
Ariana,293000.0,144.0,V,Jumia TN,L-TN-00150511,2034.7222222222222,"Cité el Ghazela, Cité ghazela, Ariana"
Mannouba,800.0,380.0,L,Tunisie-annonce TN,2808305,2.1052631578947367,"Tunisie,Manouba,Mannouba,La Mannouba"
Nabeul,185000.0,75.0,V,Jumia TN,L-TN-00145152,2466.6666666666665,"nabeul, nabeul Nabeul., Nabeul, Nabeul"
Banlieue Nord,450000.0,150.0,V,Jumia TN,L-TN-00162445,3000.0,"La Marsa, La Marsa, Tunis et Banlieue Nord"
Tunis,55000.0,67.0,V,Tayara TN,c1941e48-ed18-415c-be6f-ead8ba209205,820.8955223880597,"Tunis, Autres villes"
Banlieue Nord,780.0,150.0,L,Tunisie-annonce TN,2796020,5.2,"Tunisie,Tunis,La Marsa,Gammart"
Ben arous,480.0,80.0,L,Tunisie-annonce TN,2841957,6.0,"Tunisie,Ben arous,El Mourouj,El Mourouj"
Monastir,350.0,70.0,L,Tunisie-annonce TN,2798656,5.0,"Tunisie,Monastir,Monastir,Monastir"
Monastir,60.0,60.0,V,Tayara TN,6be5c990-c4cc-40a6-bb53-152f8be84f90,1.0,"Monastir, Autres villes"
Ben arous,290.0,60.0,L,Tunisie-annonce TN,2853114,4.833333333333333,"Tunisie,Ben arous,El Mourouj,El Mourouj"
Jendouba,560.0,70.0,L,Tunisie-annonce TN,2232528,8.0,"Tunisie,Jendouba,Tabarka,Tabarka"
Jendouba,280.0,50.0,L,Tunisie-annonce TN,2340374,5.6,"Tunisie,Jendouba,Tabarka,Tabarka"
Les Berges du Lac,950000.0,2.0,V,Jumia TN,L-TN-00106997,475000.0,"Les Berges du Lac, Les Berges du Lac0, Les Berges Du Lac, Tunis et Banlieue Nord"
Ariana,750.0,71.0,L,Tunisie-annonce TN,2859634,10.56338028169014,"Tunisie,Tunis,El Menzah,El Menzah 9"
Banlieue Nord,692000.0,236.0,V,Jumia TN,L-TN-00149807,2932.2033898305085,"Les Jardins de Carthage, Les Jardins de Carthage, Tunis et Banlieue Nord"
Kairouan,500.0,170.0,L,Tayara TN,371fc18b-6cec-46d0-81dd-527752eeef12,2.9411764705882355,"Kairouan, Kairouan Nord"
Les Berges du Lac,215000.0,2.0,V,Jumia TN,L-TN-00106992,107500.0,"Les Berges du Lac, Les Berges du Lac0, Les Berges Du Lac, Tunis et Banlieue Nord"
Banlieue Nord,330000.0,2.0,V,Jumia TN,L-TN-00133040,165000.0,"Jardins de Carthage, Les Jardins de Carthage, Tunis et Banlieue Nord"
Nabeul,600.0,100.0,L,Tunisie-annonce TN,2815351,6.0,"Tunisie,Nabeul,Hammamet,Hammamet"
Sousse,185000.0,100.0,V,Jumia TN,L-TN-00159128,1850.0,"Hammam Sousse, Hammam Sousse, Sousse"
Ariana,328960.0,132.0,V,Jumia TN,L-TN-00132418,2492.121212121212,"Cité Ennasr, Cité Ennasr, Ariana"
Bizerte,300.0,50.0,L,Tayara TN,f18c9c99-e236-4e35-8d58-7167182ce11f,6.0,"Bizerte, Autres villes"
Banlieue Nord,1100.0,130.0,L,Tunisie-annonce TN,2855108,8.461538461538462,"Tunisie,Tunis,Ain Zaghouan,Jardins de Carthage"
Les Berges du Lac,780000.0,2.0,V,Jumia TN,L-TN-00134845,390000.0,"Les Berges du Lac, Les Berges Du Lac, Tunis et Banlieue Nord"
Nabeul,55000.0,40.0,V,Jumia TN,L-TN-00093871,1375.0,"Hammamet, Hammamet, Nabeul"
Ariana,89000.0,53.0,V,Jumia TN,L-TN-00154162,1679.245283018868,"Ariana, Ariana, Ariana"
Ariana,205000.0,105.0,V,Jumia TN,L-TN-00154244,1952.3809523809523,"cité elwahat l'aouina, La Soukra, Soukra, Ariana"
Sfax,90.0,120.0,V,Tayara TN,9251b187-59ef-4d5a-965a-df92a5b12408,0.75,"Sfax, Route Soukra"
Ben arous,160000.0,95.0,V,Jumia TN,L-TN-00134296,1684.2105263157894,"panorama, Ezzahra, Ben Arous - Tunis Sud"
Nabeul,170000.0,110.0,V,Jumia TN,L-TN-00144939,1545.4545454545455,"dar chaaben , Dar chaabane el fehri Nabeul., Dar Chaabane Elfehri, Dar Chaabane Elfehri, Nabeul"
Sousse,500.0,80.0,L,Tunisie-annonce TN,2859441,6.25,"Tunisie,Sousse,Sousse Jaouhara,Sahloul"
Ariana,70.0,500.0,L,Tayara TN,f8efd06b-3ddf-418e-9dc1-9729902ef5ed,0.14,"Ariana, Autres villes"
Ariana,315000.0,175.0,V,Jumia TN,L-TN-00149142,1800.0,"a Enassr 2, Cité Ennasr, Ariana"
Ben arous,549.0,90.0,L,Tunisie-annonce TN,2846941,6.1,"Tunisie,Ben arous,Ezzahra,Ezzahra"
Nabeul,450000.0,180.0,V,Jumia TN,L-TN-00122011,2500.0,"Hammamet, Nabeul"
Banlieue Nord,1200.0,90.0,L,Tunisie-annonce TN,2786682,13.333333333333334,"Tunisie,Tunis,La Marsa,Berge Du Lac"
Sousse,700.0,150.0,L,Tunisie-annonce TN,2859174,4.666666666666667,"Tunisie,Sousse,Sousse Jaouhara,Sahloul"
Nabeul,220000.0,100.0,V,Jumia TN,L-TN-00164726,2200.0,"AGENCE GHALLEB HAMMAMET, Hammamet Nord, Hammamet, Nabeul"
Ben arous,9999.0,90.0,L,Tunisie-annonce TN,2861515,111.1,"Tunisie,Ben arous,Nouvelle Medina,Nouvelle Medina"
Banlieue Nord,1900.0,140.0,L,Tunisie-annonce TN,2786656,13.571428571428571,"Tunisie,Tunis,La Marsa,Berge Du Lac"
Sousse,240000.0,140.0,V,Jumia TN,L-TN-00137194,1714.2857142857142,"Tantana, Sousse"
Mannouba,460.0,100.0,L,Tunisie-annonce TN,2830706,4.6,"Tunisie,Manouba,Mannouba,Denden"
Banlieue Nord,350.0,45.0,L,Tayara TN,c7fb758d-700a-4a7e-a0db-fc8ec2efe5c3,7.777777777777778,"Tunis, La Marsa"
Sousse,650.0,150.0,V,Jumia TN,L-TN-00142736,4.333333333333333,"Sahloul, Sousse Jaouhara, Sousse"
Sousse,180000.0,100.0,V,Jumia TN,L-TN-00135346,1800.0,"Rue Hassen Ben Said 4051 khezema ouest sousse. prés de librairie SIAB, Sousse Corniche, Sousse Corniche, Sousse"
Banlieue Nord,170000.0,71.0,V,Jumia TN,L-TN-00126515,2394.3661971830984,"Gammarth, Gammarth, Tunis et Banlieue Nord"
Sousse,160000.0,122.0,V,Jumia TN,L-TN-00161635,1311.4754098360656,"Rue Hassen Ben Said 4051 khezema ouest sousse., Sousse Riadh, Sousse, Sousse"
Ben arous,750.0,128.0,L,Tunisie-annonce TN,2841432,5.859375,"Tunisie,Ben arous,Hammam Lif,Bou Kornine"
Ben arous,360.0,78.0,L,Tayara TN,bc418043-af67-4bb1-80d2-1b897bfa7638,4.615384615384615,"Ben arous, Fouchana"
Ariana,87000.0,50.0,V,Jumia TN,L-TN-00153437,1740.0,"prés du projet Raoued, Raoued, Raoued, Ariana"
Ben arous,550.0,135.0,L,Tunisie-annonce TN,2859145,4.074074074074074,"Tunisie,Ben arous,Nouvelle Medina,Nouvelle Medina"
Ariana,1600.0,102.0,L,Tunisie-annonce TN,2794260,15.686274509803921,"Tunisie,Ariana,Ariana Ville,Cite Ennasr 1"
Ben arous,650.0,52.0,L,Tunisie-annonce TN,2704487,12.5,"Tunisie,Ben arous,Ezzahra,Ezzahra"
Nabeul,380000.0,107.0,V,Jumia TN,L-TN-00126493,3551.4018691588785,"Hammamet Sud, Hammamet, Nabeul"
Ariana,500.0,90.0,L,Tayara TN,b17e94a3-d7f7-42b4-9b95-22e5e135b457,5.555555555555555,"Ariana, Chotrana"
Sousse,125000.0,50.0,V,Jumia TN,L-TN-00159086,2500.0,"Cité de la Plage, Hammam Sousse, Sousse"
Mahdia,550000.0,250.0,V,Jumia TN,L-TN-00171005,2200.0,"Mahdia, Mahdia, Mahdia, Mahdia"
