Country,detail,Price,Size,Moy_prix_by_size
Ben arous,Ezzahra,600.0,128.0,4.6875
Ben arous,Ezzahra,750.0,138.0,5.434782608695652
Ben arous,Ezzahra,520.0,98.0,5.306122448979592
Ben arous,Ezzahra,1200.0,500.0,2.4
Ben arous,Ezzahra,330.0,70.0,4.714285714285714
Ben arous,Ezzahra,1500.0,105.0,14.285714285714285
Ben arous,Ezzahra,2500.0,205.0,12.19512195121951
Ben arous,Ezzahra,600.0,100.0,6.0
Ben arous,Ezzahra,1000.0,110.0,9.090909090909092
Ben arous,Ezzahra,1200.0,500.0,2.4
