Country,detail,Price,Size,Moy_prix_by_size
Sousse,Chatt Meriem,390.0,50.0,7.8
Sousse,Chatt Meriem,450.0,80.0,5.625
Sousse,Chatt Meriem,800.0,76.0,10.526315789473683
